id_konsultasi,tgl_booking,id_klien,nama_klien,domisili_kota,kode_layanan,nama_layanan,kategori_layanan,biaya_jasa,durasi_menit,id_konsultan,nama_konsultan,kanal_sesi,skor_kepuasan_klien_1_5,status_penyelesaian,diskon_promo_voucher
ADV-SRV-2025086,2025-04-23 07:43:00,KLN-1602,Bpk. Maryam Lestari,Surabaya,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,2,Dalam Proses Analisis,0
ADV-SRV-2025087,2025-04-20 20:16:00,KLN-1898,Ibu Danang Ramadhan,Bandung,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),250000
ADV-SRV-2025088,2025-04-17 09:48:00,KLN-435,Bpk. Taufiq Nugroho,Bandung,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2025089,2025-09-19 19:03:00,KLN-1662,Keluarga Muhammad Saputra,Surabaya,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,4,Selesai & Laporan Terbit,0
ADV-SRV-2025090,2025-11-03 13:46:00,KLN-836,Ibu Harun Hakim,Kuala Lumpur (Online),SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025091,2025-05-03 19:52:00,KLN-639,Keluarga Azizah Kusuma,Kuala Lumpur (Online),SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,3,Selesai & Laporan Terbit,100000
ADV-SRV-2025092,2025-04-11 18:05:00,KLN-810,Ibu Rafi Utami,Jakarta Selatan,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Dalam Proses Analisis,0
ADV-SRV-2025093,2025-09-09 14:34:00,KLN-464,Keluarga Nisa Maulana,Yogyakarta,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2025094,2025-11-07 09:03:00,KLN-977,Bpk. Maryam Pratama,Singapura (Online),SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Tatap Muka Kantor Advisory,5,Dalam Proses Analisis,0
ADV-SRV-2025095,2025-08-28 14:03:00,KLN-656,Keluarga Salma Maulana,Tangerang Selatan,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,500000
ADV-SRV-2025096,2025-04-11 16:46:00,KLN-1253,Ibu Ilham Pratama,Surabaya,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025097,2025-04-19 13:30:00,KLN-668,Ibu Zaid Maulana,Jakarta Selatan,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Tatap Muka Kantor Advisory,5,Dalam Proses Analisis,100000
ADV-SRV-2025098,2025-09-12 19:34:00,KLN-725,Keluarga Ibrahim Wijaya,Kuala Lumpur (Online),SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2025099,2025-05-04 20:04:00,KLN-1141,Ibu Taufiq Hidayat,Bekasi,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,4,Selesai & Laporan Terbit,0
ADV-SRV-2025100,2025-12-15 09:25:00,KLN-1639,Keluarga Khadijah Wijaya,Surabaya,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2025101,2025-06-24 14:08:00,KLN-981,Ibu Nurul Utami,Bandung,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2025102,2025-10-15 15:35:00,KLN-922,Bpk. Rania Lestari,Yogyakarta,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025103,2025-05-18 15:32:00,KLN-1775,Bpk. Fikri Wijaya,Tangerang Selatan,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025104,2025-05-03 14:13:00,KLN-1174,Bpk. Ibrahim Pratama,Bogor,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Tatap Muka Kantor Advisory,5,Dalam Proses Analisis,0
ADV-SRV-2025105,2025-01-24 10:19:00,KLN-1998,Ibu Muhammad Maulana,Kuala Lumpur (Online),SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,500000
ADV-SRV-2025106,2025-08-31 09:36:00,KLN-604,Keluarga Aisyah Wijaya,Surabaya,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2025107,2025-08-07 11:32:00,KLN-936,Keluarga Umar Wijaya,Bekasi,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025108,2025-01-08 07:44:00,KLN-979,Keluarga Aisyah Wijaya,Tangerang Selatan,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Private Mentoring Google Meet,4,Selesai & Laporan Terbit,500000
ADV-SRV-2025109,2025-08-20 15:55:00,KLN-1976,Keluarga Salma Lestari,Singapura (Online),SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,0
ADV-SRV-2025110,2025-08-19 15:09:00,KLN-281,Ibu Rizky Kusuma,Tangerang Selatan,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Tatap Muka Kantor Advisory,4,Selesai & Laporan Terbit,0
ADV-SRV-2025111,2025-04-30 08:21:00,KLN-753,Keluarga Safira Kusuma,Jakarta Selatan,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Private Mentoring Google Meet,4,Selesai & Laporan Terbit,100000
ADV-SRV-2025112,2025-04-06 21:08:00,KLN-410,Keluarga Ahmad Wijaya,Bekasi,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,3,Selesai & Laporan Terbit,500000
ADV-SRV-2025113,2025-07-27 12:12:00,KLN-1738,Bpk. Danang Wijaya,Bogor,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Tatap Muka Kantor Advisory,5,Dalam Proses Analisis,100000
ADV-SRV-2025114,2025-12-09 10:49:00,KLN-725,Ibu Safira Kusuma,Tangerang Selatan,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,0
ADV-SRV-2025115,2025-09-20 10:05:00,KLN-222,Ibu Fikri Santoso,Bandung,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2025116,2025-04-07 20:23:00,KLN-1986,Keluarga Rafi Santoso,Singapura (Online),SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Private Mentoring Google Meet,5,Dalam Proses Analisis,0
ADV-SRV-2025117,2025-05-31 07:02:00,KLN-651,Keluarga Hana Santoso,Singapura (Online),SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025118,2025-01-11 19:16:00,KLN-220,Ibu Rizky Saputra,Bekasi,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,0
ADV-SRV-2025119,2025-02-14 12:57:00,KLN-1045,Bpk. Farhan Suryono,Surabaya,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025120,2025-01-01 15:43:00,KLN-1564,Keluarga Rafi Saputra,Surabaya,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Dalam Proses Analisis,0
ADV-SRV-2025121,2025-02-18 09:27:00,KLN-256,Bpk. Fikri Suryono,Depok,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,250000
ADV-SRV-2025122,2025-10-26 18:11:00,KLN-1113,Keluarga Danang Firmansyah,Yogyakarta,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,0
ADV-SRV-2025123,2025-07-16 17:00:00,KLN-301,Bpk. Ilham Kusuma,Kuala Lumpur (Online),SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,2,Selesai & Laporan Terbit,0
ADV-SRV-2025124,2025-10-24 19:04:00,KLN-1895,Keluarga Umar Pratama,Bogor,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025125,2025-03-02 12:28:00,KLN-1145,Keluarga Putri Kusuma,Surabaya,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,4,Selesai & Laporan Terbit,100000
ADV-SRV-2025126,2025-09-05 20:56:00,KLN-1485,Keluarga Danang Kusuma,Bekasi,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025127,2025-11-10 13:55:00,KLN-182,Ibu Rania Kusuma,Bekasi,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Private Mentoring Google Meet,4,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025128,2025-04-14 09:49:00,KLN-1249,Bpk. Ali Nugroho,Singapura (Online),SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025129,2025-04-18 10:13:00,KLN-1365,Keluarga Nisa Firmansyah,Bandung,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,4,Dalam Proses Analisis,0
ADV-SRV-2025130,2025-01-11 21:33:00,KLN-1497,Ibu Putri Firmansyah,Bogor,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Private Mentoring Google Meet,4,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025131,2025-11-23 16:46:00,KLN-169,Keluarga Salma Ramadhan,Jakarta Selatan,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,100000
ADV-SRV-2025132,2025-04-09 14:45:00,KLN-1933,Keluarga Zahra Suryono,Yogyakarta,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2025133,2025-05-05 17:35:00,KLN-1614,Bpk. Zaid Nugroho,Singapura (Online),SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,0
ADV-SRV-2025134,2025-06-11 10:38:00,KLN-937,Keluarga Hasan Suryono,Bogor,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Tatap Muka Kantor Advisory,4,Dalam Proses Analisis,0
ADV-SRV-2025135,2025-03-04 20:26:00,KLN-1563,Keluarga Nisa Saputra,Bandung,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,250000
ADV-SRV-2025136,2025-02-21 08:12:00,KLN-1821,Bpk. Rania Utami,Kuala Lumpur (Online),SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,500000
ADV-SRV-2025137,2025-12-13 21:17:00,KLN-1443,Keluarga Taufiq Saputra,Bandung,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Private Mentoring Google Meet,4,Selesai & Laporan Terbit,0
ADV-SRV-2025138,2025-07-21 08:25:00,KLN-592,Bpk. Hasan Ramadhan,Bekasi,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Tatap Muka Kantor Advisory,4,Selesai & Laporan Terbit,0
ADV-SRV-2025139,2025-06-13 19:44:00,KLN-345,Ibu Salma Hidayat,Bogor,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,100000
ADV-SRV-2025140,2025-04-08 21:49:00,KLN-687,Keluarga Rizky Saputra,Bekasi,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,4,Dalam Proses Analisis,0
ADV-SRV-2025141,2025-10-01 11:35:00,KLN-244,Ibu Nisa Saputra,Bekasi,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,4,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025142,2025-01-03 14:49:00,KLN-630,Keluarga Aisyah Hakim,Kuala Lumpur (Online),SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025143,2025-09-02 18:52:00,KLN-1196,Bpk. Salma Utami,Bekasi,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Dalam Proses Analisis,250000
ADV-SRV-2025144,2025-02-22 17:44:00,KLN-1089,Ibu Aisyah Lestari,Bogor,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,0
ADV-SRV-2025145,2025-07-12 08:54:00,KLN-594,Ibu Zahra Nugroho,Singapura (Online),SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Private Mentoring Google Meet,4,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025146,2025-03-20 08:53:00,KLN-1764,Bpk. Fikri Utami,Tangerang Selatan,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),250000
ADV-SRV-2025147,2025-02-17 19:35:00,KLN-518,Ibu Zahra Santoso,Yogyakarta,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Private Mentoring Google Meet,4,Selesai & Laporan Terbit,250000
ADV-SRV-2025148,2025-08-12 15:41:00,KLN-679,Bpk. Rania Nugroho,Bandung,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Tatap Muka Kantor Advisory,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025149,2025-11-23 07:54:00,KLN-1563,Keluarga Taufiq Firmansyah,Surabaya,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,0
ADV-SRV-2025150,2025-06-19 12:08:00,KLN-1242,Keluarga Zaid Ramadhan,Jakarta Selatan,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2025151,2025-06-05 12:20:00,KLN-1500,Keluarga Azizah Hidayat,Singapura (Online),SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025152,2025-03-15 17:17:00,KLN-1360,Ibu Zahra Maulana,Bekasi,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Tatap Muka Kantor Advisory,4,Dalam Proses Analisis,500000
ADV-SRV-2025153,2025-09-01 18:33:00,KLN-119,Ibu Fatimah Nugroho,Surabaya,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,3,Selesai & Laporan Terbit,500000
ADV-SRV-2025154,2025-04-29 11:39:00,KLN-612,Ibu Rania Ramadhan,Tangerang Selatan,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,100000
ADV-SRV-2025155,2025-08-15 19:08:00,KLN-1784,Bpk. Ilham Saputra,Bandung,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025156,2025-03-05 18:36:00,KLN-1693,Keluarga Hasan Firmansyah,Tangerang Selatan,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025157,2025-09-05 16:10:00,KLN-1225,Ibu Nisa Wijaya,Bogor,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,250000
ADV-SRV-2025158,2025-12-08 14:51:00,KLN-158,Keluarga Hana Lestari,Singapura (Online),SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),500000
ADV-SRV-2025159,2025-08-02 16:11:00,KLN-976,Ibu Salma Santoso,Surabaya,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,2,Selesai & Laporan Terbit,250000
ADV-SRV-2025160,2025-09-18 10:43:00,KLN-884,Bpk. Dina Saputra,Yogyakarta,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,500000
ADV-SRV-2025161,2025-03-06 12:03:00,KLN-130,Bpk. Khadijah Wijaya,Kuala Lumpur (Online),SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Tatap Muka Kantor Advisory,5,Jadwal Ulang (Rescheduled),100000
ADV-SRV-2025162,2025-06-06 20:30:00,KLN-226,Keluarga Hana Santoso,Depok,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2025163,2025-05-26 20:19:00,KLN-300,Ibu Danang Maulana,Yogyakarta,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Private Mentoring Google Meet,5,Dalam Proses Analisis,250000
ADV-SRV-2025164,2025-08-11 16:40:00,KLN-1175,Bpk. Azizah Lestari,Kuala Lumpur (Online),SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025165,2025-01-22 19:24:00,KLN-650,Keluarga Putri Saputra,Tangerang Selatan,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,4,Dalam Proses Analisis,500000
ADV-SRV-2025166,2025-03-17 14:37:00,KLN-982,Ibu Azizah Suryono,Singapura (Online),SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,5,Dalam Proses Analisis,0
ADV-SRV-2025167,2025-09-08 12:54:00,KLN-1666,Bpk. Khadijah Nugroho,Bandung,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2025168,2025-01-11 09:03:00,KLN-670,Bpk. Ibrahim Santoso,Yogyakarta,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025169,2025-10-25 13:08:00,KLN-161,Bpk. Fikri Wijaya,Jakarta Selatan,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,100000
ADV-SRV-2025170,2025-10-14 07:33:00,KLN-1932,Ibu Nisa Hidayat,Singapura (Online),SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,4,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025171,2025-09-07 18:31:00,KLN-1304,Ibu Dina Kusuma,Yogyakarta,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
