id_bayar,nis_santri,nama_santri,tingkat,jurusan,kamar_asrama,tgl_bayar,kode_pos_biaya,nama_pos_biaya,nominal_tagihan,nominal_dibayar,status_bayar,metode_bayar,nama_wali,kategori_beasiswa
BYR-PSN-20250091,NIS-24528,Ali Hidayat,SMK,RPL,Gedung Utsman bin Affan Kamar 164,2025-04-08 14:48:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,425000,Lunas (Potongan 50%),Virtual Account BSI,H. Ali Firmansyah,Beasiswa Prestasi 50%
BYR-PSN-20250092,NIS-25600,Muhammad Santoso,SMP,SMP-IT,Gedung Umar bin Khattab Kamar 243,2025-04-15 17:06:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,0,Lunas Beasiswa Penuh,Virtual Account Bank Syariah,H. Fikri Suryono,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20250093,NIS-24031,Taufiq Saputra,SMK,TKJ,Gedung Thalhah bin Ubaidillah Kamar 244,2025-08-26 12:47:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,0,Lunas Beasiswa Penuh,Virtual Account BSI,H. Rafi Suryono,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20250094,NIS-24414,Taufiq Ramadhan,SMK,RPL,Gedung Ali bin Abi Thalib Kamar 265,2025-10-22 08:14:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,850000,Lunas,Virtual Account BSI,H. Hasan Firmansyah,Reguler (Mandiri)
BYR-PSN-20250095,NIS-23347,Fikri Ramadhan,SMK,DKV,Gedung Ali bin Abi Thalib Kamar 292,2025-10-07 18:23:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,Virtual Account BSI,H. Ibrahim Nugroho,Reguler (Mandiri)
BYR-PSN-20250096,NIS-24753,Umar Ramadhan,Persiapan,MAT,Gedung Umar bin Khattab Kamar 260,2025-06-10 14:37:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Virtual Account Bank Syariah,H. Danang Lestari,Reguler (Mandiri)
BYR-PSN-20250097,NIS-23576,Ilham Pratama,SMK,DKV,Gedung Abu Bakar Ash-Shiddiq Kamar 152,2025-11-28 09:56:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,625000,Lunas (Potongan 50%),Transfer Bank Muamalat,H. Rafi Nugroho,Beasiswa Prestasi 50%
BYR-PSN-20250098,NIS-23070,Fikri Wijaya,SMK,DKV,Gedung Umar bin Khattab Kamar 154,2025-12-17 17:17:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,QRIS Pendidikan,H. Ibrahim Firmansyah,Reguler (Mandiri)
BYR-PSN-20250099,NIS-24873,Fikri Lestari,SMK,RPL,Gedung Abu Bakar Ash-Shiddiq Kamar 230,2025-06-09 08:29:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,425000,Lunas (Potongan 50%),QRIS Pendidikan,H. Rizky Maulana,Beasiswa Prestasi 50%
BYR-PSN-20250100,NIS-23069,Muhammad Santoso,SMK,TKJ,Gedung Ali bin Abi Thalib Kamar 256,2025-06-09 19:51:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,0,Lunas Beasiswa Penuh,Tunai Bendahara,H. Rafi Firmansyah,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20250101,NIS-24996,Fikri Maulana,SMK,TKJ,Gedung Abu Bakar Ash-Shiddiq Kamar 103,2025-10-13 12:52:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Transfer Bank Muamalat,H. Danang Nugroho,Reguler (Mandiri)
BYR-PSN-20250102,NIS-25781,Farhan Kusuma,SMK,RPL,Gedung Thalhah bin Ubaidillah Kamar 221,2025-01-03 08:08:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,75000,Tunggakan Sebagian,QRIS Pendidikan,H. Harun Firmansyah,Reguler (Mandiri)
BYR-PSN-20250103,NIS-24159,Rizky Suryono,Persiapan,MAT,Gedung Utsman bin Affan Kamar 113,2025-11-24 11:05:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,25000,Tunggakan Sebagian,Virtual Account BSI,H. Zaid Ramadhan,Reguler (Mandiri)
BYR-PSN-20250104,NIS-25443,Muhammad Utami,SMK,RPL,Gedung Utsman bin Affan Kamar 239,2025-06-04 20:47:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,QRIS Pendidikan,H. Ilham Suryono,Reguler (Mandiri)
BYR-PSN-20250105,NIS-23322,Zaid Ramadhan,SMK,DKV,Gedung Ali bin Abi Thalib Kamar 104,2025-10-27 08:29:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,Tunai Bendahara,H. Zaid Santoso,Reguler (Mandiri)
BYR-PSN-20250106,NIS-23425,Ibrahim Lestari,SMP,SMP-IT,Gedung Umar bin Khattab Kamar 101,2025-12-15 11:19:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,0,Lunas Beasiswa Penuh,Tunai Bendahara,H. Muhammad Ramadhan,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20250107,NIS-25247,Ali Santoso,Persiapan,MAT,Gedung Thalhah bin Ubaidillah Kamar 187,2025-09-25 21:31:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,QRIS Pendidikan,H. Ali Wijaya,Reguler (Mandiri)
BYR-PSN-20250108,NIS-24591,Taufiq Pratama,Persiapan,MAT,Gedung Thalhah bin Ubaidillah Kamar 300,2025-03-31 20:52:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,0,Lunas Beasiswa Penuh,Tunai Bendahara,H. Ahmad Saputra,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20250109,NIS-25196,Ilham Kusuma,SMK,RPL,Gedung Abu Bakar Ash-Shiddiq Kamar 194,2025-05-31 20:56:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,Tunai Bendahara,H. Danang Maulana,Reguler (Mandiri)
BYR-PSN-20250110,NIS-25776,Harun Ramadhan,SMK,DKV,Gedung Utsman bin Affan Kamar 250,2025-02-01 11:01:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Virtual Account Bank Syariah,H. Taufiq Nugroho,Reguler (Mandiri)
BYR-PSN-20250111,NIS-23905,Zaid Pratama,SMP,SMP-IT,Gedung Thalhah bin Ubaidillah Kamar 123,2025-03-02 17:31:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,0,Lunas Beasiswa Penuh,Virtual Account Bank Syariah,H. Ilham Kusuma,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20250112,NIS-23590,Ilham Ramadhan,SMK,RPL,Gedung Abu Bakar Ash-Shiddiq Kamar 200,2025-03-27 21:20:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,850000,Lunas,Virtual Account Bank Syariah,H. Muhammad Kusuma,Reguler (Mandiri)
BYR-PSN-20250113,NIS-24733,Ali Ramadhan,SMP,SMP-IT,Gedung Ali bin Abi Thalib Kamar 205,2025-02-20 20:52:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,425000,Lunas (Potongan 50%),Tunai Bendahara,H. Muhammad Lestari,Beasiswa Prestasi 50%
BYR-PSN-20250114,NIS-25347,Rafi Ramadhan,SMK,TKJ,Gedung Abu Bakar Ash-Shiddiq Kamar 114,2025-02-05 12:34:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1125000,Lunas (Potongan 25%),Transfer Bank Muamalat,H. Taufiq Hidayat,Keringanan Khusus 25%
BYR-PSN-20250115,NIS-25828,Fikri Pratama,SMK,DKV,Gedung Utsman bin Affan Kamar 289,2025-01-07 14:41:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,625000,Lunas (Potongan 50%),Transfer Bank Muamalat,H. Rafi Firmansyah,Beasiswa Prestasi 50%
BYR-PSN-20250116,NIS-23848,Ahmad Maulana,Persiapan,MAT,Gedung Utsman bin Affan Kamar 275,2025-11-09 21:34:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,Transfer Bank Muamalat,H. Rafi Saputra,Reguler (Mandiri)
BYR-PSN-20250117,NIS-24745,Rafi Hakim,SMK,RPL,Gedung Abu Bakar Ash-Shiddiq Kamar 280,2025-12-08 18:13:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,Transfer Bank Muamalat,H. Umar Utami,Reguler (Mandiri)
BYR-PSN-20250118,NIS-25744,Zaid Firmansyah,SMK,DKV,Gedung Utsman bin Affan Kamar 180,2025-01-09 12:31:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,850000,Lunas,QRIS Pendidikan,H. Fikri Saputra,Reguler (Mandiri)
BYR-PSN-20250119,NIS-23506,Farhan Santoso,SMK,TKJ,Gedung Utsman bin Affan Kamar 211,2025-02-09 14:38:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,QRIS Pendidikan,H. Taufiq Santoso,Reguler (Mandiri)
BYR-PSN-20250120,NIS-25752,Umar Wijaya,SMP,SMP-IT,Gedung Abu Bakar Ash-Shiddiq Kamar 281,2025-12-26 07:56:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,0,Lunas Beasiswa Penuh,QRIS Pendidikan,H. Ali Hakim,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20250121,NIS-23268,Umar Suryono,Persiapan,MAT,Gedung Ali bin Abi Thalib Kamar 290,2025-07-15 09:44:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,Virtual Account Bank Syariah,H. Rizky Pratama,Reguler (Mandiri)
BYR-PSN-20250122,NIS-23865,Ilham Maulana,SMK,DKV,Gedung Ali bin Abi Thalib Kamar 130,2025-01-04 10:19:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Virtual Account Bank Syariah,H. Ali Maulana,Reguler (Mandiri)
BYR-PSN-20250123,NIS-23570,Hasan Pratama,SMP,SMP-IT,Gedung Ali bin Abi Thalib Kamar 244,2025-06-19 08:49:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,1375000,Tunggakan Sebagian,QRIS Pendidikan,H. Rizky Hakim,Reguler (Mandiri)
BYR-PSN-20250124,NIS-24913,Ali Nugroho,SMK,DKV,Gedung Umar bin Khattab Kamar 242,2025-07-15 14:44:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,425000,Lunas (Potongan 50%),Virtual Account BSI,H. Rafi Kusuma,Beasiswa Prestasi 50%
BYR-PSN-20250125,NIS-25307,Ilham Kusuma,SMP,SMP-IT,Gedung Ali bin Abi Thalib Kamar 215,2025-07-10 19:08:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,850000,Lunas,Virtual Account BSI,H. Zaid Utami,Reguler (Mandiri)
BYR-PSN-20250126,NIS-23640,Danang Pratama,SMK,RPL,Gedung Thalhah bin Ubaidillah Kamar 143,2025-06-04 11:56:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Virtual Account Bank Syariah,H. Taufiq Santoso,Reguler (Mandiri)
BYR-PSN-20250127,NIS-24319,Ali Utami,SMK,RPL,Gedung Utsman bin Affan Kamar 210,2025-09-25 16:17:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,Transfer Bank Muamalat,H. Danang Lestari,Reguler (Mandiri)
BYR-PSN-20250128,NIS-25854,Zaid Saputra,SMK,DKV,Gedung Ali bin Abi Thalib Kamar 186,2025-05-07 09:15:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,Virtual Account BSI,H. Ilham Lestari,Reguler (Mandiri)
BYR-PSN-20250129,NIS-25605,Harun Suryono,SMK,TKJ,Gedung Utsman bin Affan Kamar 207,2025-09-30 09:29:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,425000,Lunas (Potongan 50%),Tunai Bendahara,H. Harun Hidayat,Beasiswa Prestasi 50%
BYR-PSN-20250130,NIS-23846,Ibrahim Ramadhan,Persiapan,MAT,Gedung Ali bin Abi Thalib Kamar 193,2025-06-06 16:38:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Virtual Account Bank Syariah,H. Ahmad Ramadhan,Reguler (Mandiri)
BYR-PSN-20250131,NIS-25404,Fikri Maulana,Persiapan,MAT,Gedung Ali bin Abi Thalib Kamar 213,2025-03-11 21:35:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2062500,Lunas (Potongan 25%),Transfer Bank Muamalat,H. Ilham Pratama,Keringanan Khusus 25%
BYR-PSN-20250132,NIS-25572,Umar Pratama,SMK,RPL,Gedung Ali bin Abi Thalib Kamar 128,2025-10-21 13:30:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,Virtual Account BSI,H. Umar Utami,Reguler (Mandiri)
BYR-PSN-20250133,NIS-24924,Ahmad Maulana,SMK,DKV,Gedung Abu Bakar Ash-Shiddiq Kamar 237,2025-12-27 18:16:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Virtual Account Bank Syariah,H. Fikri Hakim,Reguler (Mandiri)
BYR-PSN-20250134,NIS-25240,Fikri Hidayat,SMK,TKJ,Gedung Abu Bakar Ash-Shiddiq Kamar 242,2025-02-27 16:58:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,850000,Lunas,Tunai Bendahara,H. Ahmad Saputra,Reguler (Mandiri)
BYR-PSN-20250135,NIS-23768,Rizky Lestari,SMP,SMP-IT,Gedung Utsman bin Affan Kamar 297,2025-05-24 14:29:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,75000,Lunas (Potongan 50%),Virtual Account BSI,H. Rizky Wijaya,Beasiswa Prestasi 50%
BYR-PSN-20250136,NIS-24988,Rizky Santoso,SMP,SMP-IT,Gedung Utsman bin Affan Kamar 230,2025-02-26 18:26:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Virtual Account Bank Syariah,H. Taufiq Kusuma,Reguler (Mandiri)
BYR-PSN-20250137,NIS-24813,Danang Santoso,SMP,SMP-IT,Gedung Ali bin Abi Thalib Kamar 139,2025-10-23 15:33:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,750000,Lunas (Potongan 50%),Tunai Bendahara,H. Rafi Hakim,Beasiswa Prestasi 50%
BYR-PSN-20250138,NIS-24527,Taufiq Kusuma,SMK,DKV,Gedung Thalhah bin Ubaidillah Kamar 240,2025-06-27 16:27:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Virtual Account BSI,H. Ali Kusuma,Reguler (Mandiri)
BYR-PSN-20250139,NIS-24935,Muhammad Suryono,SMK,TKJ,Gedung Thalhah bin Ubaidillah Kamar 189,2025-07-21 19:04:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,Virtual Account BSI,H. Harun Pratama,Reguler (Mandiri)
BYR-PSN-20250140,NIS-25696,Rafi Lestari,SMP,SMP-IT,Gedung Umar bin Khattab Kamar 261,2025-05-05 11:38:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Transfer Bank Muamalat,H. Danang Nugroho,Reguler (Mandiri)
BYR-PSN-20250141,NIS-24465,Rizky Nugroho,SMK,DKV,Gedung Thalhah bin Ubaidillah Kamar 131,2025-01-27 18:26:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,QRIS Pendidikan,H. Farhan Ramadhan,Reguler (Mandiri)
BYR-PSN-20250142,NIS-23567,Umar Firmansyah,SMK,DKV,Gedung Ali bin Abi Thalib Kamar 168,2025-02-21 20:50:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,75000,Lunas (Potongan 50%),Transfer Bank Muamalat,H. Ali Suryono,Beasiswa Prestasi 50%
BYR-PSN-20250143,NIS-25848,Muhammad Wijaya,Persiapan,MAT,Gedung Ali bin Abi Thalib Kamar 279,2025-02-05 10:19:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,0,Lunas Beasiswa Penuh,Virtual Account Bank Syariah,H. Ilham Firmansyah,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20250144,NIS-24906,Hasan Hidayat,SMP,SMP-IT,Gedung Umar bin Khattab Kamar 126,2025-03-16 17:38:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Tunai Bendahara,H. Ahmad Hidayat,Reguler (Mandiri)
BYR-PSN-20250145,NIS-25076,Ilham Firmansyah,SMK,TKJ,Gedung Abu Bakar Ash-Shiddiq Kamar 206,2025-04-28 20:01:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,425000,Tunggakan Sebagian,Transfer Bank Muamalat,H. Rafi Santoso,Reguler (Mandiri)
BYR-PSN-20250146,NIS-24172,Ahmad Firmansyah,Persiapan,MAT,Gedung Thalhah bin Ubaidillah Kamar 115,2025-03-31 14:12:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,750000,Lunas (Potongan 50%),Virtual Account Bank Syariah,H. Umar Hakim,Beasiswa Prestasi 50%
BYR-PSN-20250147,NIS-23889,Farhan Saputra,SMK,TKJ,Gedung Abu Bakar Ash-Shiddiq Kamar 270,2025-08-20 19:06:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,750000,Tunggakan Sebagian,Virtual Account BSI,H. Ali Wijaya,Reguler (Mandiri)
BYR-PSN-20250148,NIS-25477,Zaid Firmansyah,SMK,DKV,Gedung Utsman bin Affan Kamar 164,2025-10-17 13:37:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,Virtual Account BSI,H. Taufiq Nugroho,Reguler (Mandiri)
BYR-PSN-20250149,NIS-24818,Ali Utami,SMK,RPL,Gedung Ali bin Abi Thalib Kamar 301,2025-01-12 07:10:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,0,Lunas Beasiswa Penuh,Virtual Account BSI,H. Danang Maulana,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20250150,NIS-23234,Umar Hidayat,SMP,SMP-IT,Gedung Thalhah bin Ubaidillah Kamar 202,2025-02-03 15:45:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Tunai Bendahara,H. Ilham Lestari,Reguler (Mandiri)
BYR-PSN-20250151,NIS-24403,Taufiq Hidayat,SMK,TKJ,Gedung Utsman bin Affan Kamar 179,2025-05-28 20:08:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Virtual Account BSI,H. Ahmad Hidayat,Reguler (Mandiri)
BYR-PSN-20250152,NIS-25802,Ahmad Nugroho,SMK,TKJ,Gedung Ali bin Abi Thalib Kamar 123,2025-11-27 08:47:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,0,Lunas Beasiswa Penuh,QRIS Pendidikan,H. Ahmad Lestari,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20250153,NIS-23303,Hasan Nugroho,SMK,DKV,Gedung Ali bin Abi Thalib Kamar 245,2025-09-14 11:10:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Virtual Account Bank Syariah,H. Rizky Lestari,Reguler (Mandiri)
BYR-PSN-20250154,NIS-24231,Taufiq Kusuma,SMP,SMP-IT,Gedung Abu Bakar Ash-Shiddiq Kamar 104,2025-04-11 19:02:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Transfer Bank Muamalat,H. Hasan Firmansyah,Reguler (Mandiri)
BYR-PSN-20250155,NIS-25071,Ali Suryono,SMK,TKJ,Gedung Abu Bakar Ash-Shiddiq Kamar 186,2025-02-04 14:21:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,QRIS Pendidikan,H. Taufiq Santoso,Reguler (Mandiri)
BYR-PSN-20250156,NIS-25163,Harun Nugroho,Persiapan,MAT,Gedung Utsman bin Affan Kamar 201,2025-04-03 16:25:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,0,Lunas Beasiswa Penuh,Virtual Account BSI,H. Rafi Suryono,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20250157,NIS-23453,Fikri Firmansyah,SMK,DKV,Gedung Abu Bakar Ash-Shiddiq Kamar 307,2025-09-07 10:12:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,QRIS Pendidikan,H. Ali Pratama,Reguler (Mandiri)
BYR-PSN-20250158,NIS-24439,Danang Wijaya,SMP,SMP-IT,Gedung Utsman bin Affan Kamar 133,2025-04-07 08:02:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,Tunai Bendahara,H. Danang Pratama,Reguler (Mandiri)
BYR-PSN-20250159,NIS-23921,Umar Ramadhan,SMP,SMP-IT,Gedung Umar bin Khattab Kamar 254,2025-06-08 20:43:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,25000,Lunas (Potongan 50%),Transfer Bank Muamalat,H. Ahmad Hidayat,Beasiswa Prestasi 50%
BYR-PSN-20250160,NIS-23976,Rizky Pratama,SMK,TKJ,Gedung Thalhah bin Ubaidillah Kamar 207,2025-07-13 13:09:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Virtual Account Bank Syariah,H. Rizky Maulana,Reguler (Mandiri)
BYR-PSN-20250161,NIS-23330,Ali Maulana,SMK,TKJ,Gedung Thalhah bin Ubaidillah Kamar 267,2025-10-20 08:29:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Transfer Bank Muamalat,H. Muhammad Nugroho,Reguler (Mandiri)
BYR-PSN-20250162,NIS-24102,Taufiq Utami,SMK,DKV,Gedung Abu Bakar Ash-Shiddiq Kamar 286,2025-12-23 21:04:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Virtual Account Bank Syariah,H. Rizky Hakim,Reguler (Mandiri)
BYR-PSN-20250163,NIS-23114,Umar Ramadhan,SMK,DKV,Gedung Abu Bakar Ash-Shiddiq Kamar 116,2025-08-16 18:18:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,625000,Lunas (Potongan 50%),Virtual Account BSI,H. Umar Ramadhan,Beasiswa Prestasi 50%
BYR-PSN-20250164,NIS-23065,Danang Hidayat,Persiapan,MAT,Gedung Thalhah bin Ubaidillah Kamar 308,2025-10-21 21:53:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Tunai Bendahara,H. Harun Utami,Reguler (Mandiri)
BYR-PSN-20250165,NIS-25541,Hasan Pratama,SMP,SMP-IT,Gedung Abu Bakar Ash-Shiddiq Kamar 118,2025-03-31 07:56:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,637500,Lunas (Potongan 25%),QRIS Pendidikan,H. Taufiq Hakim,Keringanan Khusus 25%
BYR-PSN-20250166,NIS-23525,Fikri Hakim,SMK,TKJ,Gedung Umar bin Khattab Kamar 146,2025-09-30 18:45:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Virtual Account Bank Syariah,H. Rafi Santoso,Reguler (Mandiri)
BYR-PSN-20250167,NIS-25619,Rizky Kusuma,Persiapan,MAT,Gedung Abu Bakar Ash-Shiddiq Kamar 119,2025-03-18 07:12:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,75000,Lunas (Potongan 50%),Virtual Account BSI,H. Harun Kusuma,Beasiswa Prestasi 50%
BYR-PSN-20250168,NIS-23188,Muhammad Hidayat,SMP,SMP-IT,Gedung Utsman bin Affan Kamar 205,2025-12-04 13:24:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1125000,Lunas (Potongan 25%),QRIS Pendidikan,H. Zaid Lestari,Keringanan Khusus 25%
BYR-PSN-20250169,NIS-25842,Rizky Hidayat,Persiapan,MAT,Gedung Umar bin Khattab Kamar 101,2025-09-05 17:25:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Virtual Account BSI,H. Ahmad Saputra,Reguler (Mandiri)
BYR-PSN-20250170,NIS-24236,Farhan Maulana,SMK,DKV,Gedung Ali bin Abi Thalib Kamar 261,2025-01-02 20:55:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Virtual Account Bank Syariah,H. Fikri Suryono,Reguler (Mandiri)
BYR-PSN-20250171,NIS-24678,Muhammad Maulana,SMP,SMP-IT,Gedung Umar bin Khattab Kamar 194,2025-11-27 14:01:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Virtual Account Bank Syariah,H. Zaid Utami,Reguler (Mandiri)
BYR-PSN-20250172,NIS-25955,Danang Utami,SMP,SMP-IT,Gedung Ali bin Abi Thalib Kamar 290,2025-06-20 14:11:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Transfer Bank Muamalat,H. Zaid Santoso,Reguler (Mandiri)
BYR-PSN-20250173,NIS-24588,Rizky Lestari,SMK,RPL,Gedung Utsman bin Affan Kamar 245,2025-11-13 10:10:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,QRIS Pendidikan,H. Farhan Maulana,Reguler (Mandiri)
BYR-PSN-20250174,NIS-23416,Umar Maulana,SMK,DKV,Gedung Abu Bakar Ash-Shiddiq Kamar 128,2025-07-09 19:10:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,0,Lunas Beasiswa Penuh,Virtual Account BSI,H. Taufiq Suryono,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20250175,NIS-25934,Umar Wijaya,SMK,RPL,Gedung Umar bin Khattab Kamar 184,2025-11-29 10:17:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,625000,Lunas (Potongan 50%),Virtual Account Bank Syariah,H. Harun Saputra,Beasiswa Prestasi 50%
BYR-PSN-20250176,NIS-25832,Fikri Suryono,SMK,RPL,Gedung Ali bin Abi Thalib Kamar 174,2025-08-18 09:18:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Virtual Account BSI,H. Taufiq Kusuma,Reguler (Mandiri)
BYR-PSN-20250177,NIS-25121,Rizky Maulana,SMK,RPL,Gedung Umar bin Khattab Kamar 245,2025-04-18 16:49:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Transfer Bank Muamalat,H. Danang Wijaya,Reguler (Mandiri)
BYR-PSN-20250178,NIS-23915,Ali Hidayat,SMK,DKV,Gedung Ali bin Abi Thalib Kamar 271,2025-11-17 09:25:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Virtual Account Bank Syariah,H. Taufiq Hakim,Reguler (Mandiri)
BYR-PSN-20250179,NIS-23538,Muhammad Hidayat,Persiapan,MAT,Gedung Abu Bakar Ash-Shiddiq Kamar 193,2025-06-17 20:19:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,0,Lunas Beasiswa Penuh,QRIS Pendidikan,H. Taufiq Lestari,Beasiswa Yatim Dhuafa 100%
