nomor_kontrak,id_konsumen,nama_konsumen,kode_proyek,tipe_unit,luas_bangunan_m2,luas_tanah_m2,tgl_akad,skema_akad,harga_pokok_developer,margin_keuntungan,total_harga_jual,uang_muka_dp,tenor_bulan,angsuran_per_bulan,angsuran_ke,total_terbayar,sisa_piutang,status_kelancaran
KTR-AGP-2025116,KNS-841,Muhammad Hidayat,PRJ-03,Tipe 45/72,45,72,2025-07-11 19:25:00,Istishna' (Pesan Bangun),380000000,83600000,463600000,139080000,60,5408666,30,301339980,162260020,Lancar
KTR-AGP-2025117,KNS-453,Danang Hakim,PRJ-04,Tipe 45/72,45,72,2025-07-25 10:43:00,Istishna' (Pesan Bangun),380000000,83600000,463600000,46360000,24,17385000,24,463600000,0,Tertunggak >60 Hari
KTR-AGP-2025118,KNS-207,Rafi Kusuma,PRJ-02,Tipe 45/72,45,72,2025-03-13 16:33:00,Istishna' (Pesan Bangun),380000000,83600000,463600000,139080000,120,2704333,24,203983992,259616008,Tertunggak >60 Hari
KTR-AGP-2025119,KNS-746,Taufiq Wijaya,PRJ-05,Tipe 60/90,60,90,2025-09-23 10:30:00,Cash Keras Bertahap,540000000,162000000,702000000,351000000,84,4178571,19,430392849,271607151,Lancar
KTR-AGP-2025120,KNS-2310,Ibrahim Saputra,PRJ-03,Tipe 84/120,84,120,2025-07-18 10:05:00,Cash Keras Bertahap,780000000,195000000,975000000,195000000,84,9285714,23,408571422,566428578,Tertunggak >60 Hari
KTR-AGP-2025121,KNS-811,Rania Utami,PRJ-02,Tipe 45/72,45,72,2025-06-03 21:53:00,Cash Keras Bertahap,380000000,83600000,463600000,46360000,60,6954000,2,60268000,403332000,Lancar
KTR-AGP-2025122,KNS-1261,Ahmad Ramadhan,PRJ-02,Tipe 60/90,60,90,2025-08-23 12:38:00,Murabahah (Jual Beli Angsuran),540000000,97200000,637200000,191160000,36,12390000,29,550470000,86730000,Lancar
KTR-AGP-2025123,KNS-2310,Nurul Lestari,PRJ-01,Tipe 36/60,36,60,2025-06-13 16:37:00,Istishna' (Pesan Bangun),240000000,72000000,312000000,156000000,120,1300000,6,163800000,148200000,Lancar
KTR-AGP-2025124,KNS-528,Hasan Nugroho,PRJ-05,Tipe 45/72,45,72,2025-01-11 13:03:00,Murabahah (Jual Beli Angsuran),380000000,83600000,463600000,231800000,120,1931666,3,237594998,226005002,Tertunggak >60 Hari
KTR-AGP-2025125,KNS-1057,Farhan Suryono,PRJ-03,Tipe 60/90,60,90,2025-11-02 09:48:00,IMBT (Sewa Beli / Leasing),540000000,162000000,702000000,70200000,84,7521428,8,130371424,571628576,Lancar
KTR-AGP-2025126,KNS-608,Nisa Ramadhan,PRJ-01,Tipe 120/150 VIP,120,150,2025-06-26 10:39:00,IMBT (Sewa Beli / Leasing),1250000000,375000000,1625000000,325000000,24,54166666,17,1245833322,379166678,Tertunggak 1-30 Hari
KTR-AGP-2025127,KNS-1400,Zahra Ramadhan,PRJ-04,Tipe 84/120,84,120,2025-12-13 18:23:00,Murabahah (Jual Beli Angsuran),780000000,171600000,951600000,285480000,24,27755000,16,729560000,222040000,Lancar
KTR-AGP-2025128,KNS-553,Maryam Utami,PRJ-02,Tipe 45/72,45,72,2025-06-21 16:51:00,Istishna' (Pesan Bangun),380000000,114000000,494000000,49400000,36,12350000,35,481650000,12350000,Dalam Pantauan
KTR-AGP-2025129,KNS-538,Umar Kusuma,PRJ-03,Tipe 36/60,36,60,2025-08-31 12:44:00,Murabahah (Jual Beli Angsuran),240000000,60000000,300000000,60000000,24,10000000,22,280000000,20000000,Tertunggak >60 Hari
KTR-AGP-2025130,KNS-1449,Laila Maulana,PRJ-01,Tipe 45/72,45,72,2025-12-29 19:35:00,Istishna' (Pesan Bangun),380000000,68400000,448400000,134520000,120,2615666,32,218221312,230178688,Lancar
KTR-AGP-2025131,KNS-2446,Nisa Wijaya,PRJ-04,Tipe 60/90,60,90,2025-11-20 14:53:00,Cash Keras Bertahap,540000000,135000000,675000000,135000000,84,6428571,5,167142855,507857145,Tertunggak >60 Hari
KTR-AGP-2025132,KNS-1773,Umar Nugroho,PRJ-03,Tipe 36/60,36,60,2025-05-03 10:13:00,IMBT (Sewa Beli / Leasing),240000000,60000000,300000000,150000000,60,2500000,8,170000000,130000000,Tertunggak >60 Hari
KTR-AGP-2025133,KNS-1032,Ilham Wijaya,PRJ-02,Tipe 60/90,60,90,2025-03-06 08:09:00,Istishna' (Pesan Bangun),540000000,135000000,675000000,135000000,36,15000000,10,285000000,390000000,Tertunggak >60 Hari
KTR-AGP-2025134,KNS-2605,Aisyah Hidayat,PRJ-01,Tipe 36/60,36,60,2025-06-26 15:11:00,Cash Keras Bertahap,240000000,72000000,312000000,156000000,60,2600000,32,239200000,72800000,Dalam Pantauan
KTR-AGP-2025135,KNS-1051,Rafi Suryono,PRJ-05,Tipe 45/72,45,72,2025-06-17 09:46:00,Cash Keras Bertahap,380000000,68400000,448400000,134520000,84,3736666,7,160676662,287723338,Tertunggak 1-30 Hari
KTR-AGP-2025136,KNS-808,Aisyah Lestari,PRJ-01,Tipe 60/90,60,90,2025-08-24 11:25:00,Murabahah (Jual Beli Angsuran),540000000,135000000,675000000,337500000,36,9375000,4,375000000,300000000,Lunas Dini
KTR-AGP-2025137,KNS-462,Ilham Hakim,PRJ-02,Tipe 36/60,36,60,2025-02-10 17:27:00,IMBT (Sewa Beli / Leasing),240000000,52800000,292800000,146400000,84,1742857,13,169057141,123742859,Lunas Dini
KTR-AGP-2025138,KNS-1468,Harun Utami,PRJ-02,Tipe 120/150 VIP,120,150,2025-07-30 09:17:00,IMBT (Sewa Beli / Leasing),1250000000,275000000,1525000000,305000000,60,20333333,10,508333330,1016666670,Lancar
KTR-AGP-2025139,KNS-398,Zaid Lestari,PRJ-04,Tipe 36/60,36,60,2025-07-22 16:15:00,IMBT (Sewa Beli / Leasing),240000000,60000000,300000000,60000000,60,4000000,5,80000000,220000000,Lancar
KTR-AGP-2025140,KNS-125,Taufiq Wijaya,PRJ-01,Tipe 120/150 VIP,120,150,2025-04-03 16:13:00,IMBT (Sewa Beli / Leasing),1250000000,312500000,1562500000,781250000,60,13020833,35,1236979155,325520845,Lancar
KTR-AGP-2025141,KNS-490,Salma Ramadhan,PRJ-03,Tipe 45/72,45,72,2025-05-04 09:33:00,Cash Keras Bertahap,380000000,68400000,448400000,224200000,84,2669047,26,293595222,154804778,Tertunggak >60 Hari
KTR-AGP-2025142,KNS-1823,Aisyah Maulana,PRJ-04,Tipe 60/90,60,90,2025-09-21 12:27:00,Murabahah (Jual Beli Angsuran),540000000,97200000,637200000,127440000,36,14160000,10,269040000,368160000,Lunas Dini
KTR-AGP-2025143,KNS-896,Hana Wijaya,PRJ-03,Tipe 120/150 VIP,120,150,2025-05-10 15:41:00,Istishna' (Pesan Bangun),1250000000,275000000,1525000000,152500000,84,16339285,32,675357120,849642880,Lancar
KTR-AGP-2025144,KNS-1241,Ahmad Kusuma,PRJ-05,Tipe 45/72,45,72,2025-07-20 07:09:00,Cash Keras Bertahap,380000000,83600000,463600000,231800000,24,9658333,5,280091665,183508335,Lancar
KTR-AGP-2025145,KNS-1194,Hasan Santoso,PRJ-03,Tipe 84/120,84,120,2025-09-07 09:55:00,IMBT (Sewa Beli / Leasing),780000000,234000000,1014000000,304200000,24,29575000,6,481650000,532350000,Lancar
KTR-AGP-2025146,KNS-2737,Muhammad Hakim,PRJ-02,Tipe 45/72,45,72,2025-03-16 11:25:00,Murabahah (Jual Beli Angsuran),380000000,114000000,494000000,98800000,84,4704761,3,112914283,381085717,Dalam Pantauan
KTR-AGP-2025147,KNS-2078,Azizah Firmansyah,PRJ-04,Tipe 120/150 VIP,120,150,2025-10-06 11:15:00,Istishna' (Pesan Bangun),1250000000,275000000,1525000000,152500000,84,16339285,36,740714260,784285740,Tertunggak 1-30 Hari
KTR-AGP-2025148,KNS-1975,Rizky Lestari,PRJ-04,Tipe 84/120,84,120,2025-02-03 15:17:00,Istishna' (Pesan Bangun),780000000,171600000,951600000,95160000,120,7137000,28,294996000,656604000,Tertunggak >60 Hari
KTR-AGP-2025149,KNS-280,Harun Saputra,PRJ-03,Tipe 45/72,45,72,2025-10-24 14:10:00,Istishna' (Pesan Bangun),380000000,95000000,475000000,237500000,24,9895833,13,366145829,108854171,Tertunggak 1-30 Hari
KTR-AGP-2025150,KNS-488,Taufiq Hidayat,PRJ-05,Tipe 120/150 VIP,120,150,2025-02-06 13:02:00,IMBT (Sewa Beli / Leasing),1250000000,312500000,1562500000,468750000,84,13020833,9,585937497,976562503,Tertunggak 1-30 Hari
KTR-AGP-2025151,KNS-2421,Azizah Hakim,PRJ-01,Tipe 45/72,45,72,2025-06-03 13:21:00,IMBT (Sewa Beli / Leasing),380000000,83600000,463600000,231800000,60,3863333,28,339973324,123626676,Tertunggak >60 Hari
KTR-AGP-2025152,KNS-1237,Farhan Hakim,PRJ-02,Tipe 120/150 VIP,120,150,2025-08-23 15:08:00,Murabahah (Jual Beli Angsuran),1250000000,312500000,1562500000,312500000,84,14880952,27,714285704,848214296,Lancar
KTR-AGP-2025153,KNS-1839,Fikri Kusuma,PRJ-02,Tipe 45/72,45,72,2025-05-24 20:27:00,Murabahah (Jual Beli Angsuran),380000000,95000000,475000000,95000000,36,10555555,9,189999995,285000005,Tertunggak >60 Hari
KTR-AGP-2025154,KNS-144,Safira Lestari,PRJ-03,Tipe 36/60,36,60,2025-12-15 14:38:00,Murabahah (Jual Beli Angsuran),240000000,52800000,292800000,29280000,120,2196000,18,68808000,223992000,Dalam Pantauan
KTR-AGP-2025155,KNS-1715,Ahmad Ramadhan,PRJ-05,Tipe 120/150 VIP,120,150,2025-05-28 18:20:00,Murabahah (Jual Beli Angsuran),1250000000,312500000,1562500000,781250000,84,9300595,31,1069568445,492931555,Tertunggak 1-30 Hari
KTR-AGP-2025156,KNS-1543,Rania Maulana,PRJ-03,Tipe 45/72,45,72,2025-10-13 18:01:00,Istishna' (Pesan Bangun),380000000,114000000,494000000,148200000,120,2881666,13,185661658,308338342,Lancar
KTR-AGP-2025157,KNS-1111,Fikri Lestari,PRJ-01,Tipe 45/72,45,72,2025-07-08 08:03:00,IMBT (Sewa Beli / Leasing),380000000,95000000,475000000,95000000,120,3166666,2,101333332,373666668,Lancar
KTR-AGP-2025158,KNS-2051,Ahmad Santoso,PRJ-03,Tipe 84/120,84,120,2025-06-12 12:10:00,Cash Keras Bertahap,780000000,234000000,1014000000,304200000,36,19716666,24,777399984,236600016,Lancar
KTR-AGP-2025159,KNS-2658,Ibrahim Utami,PRJ-04,Tipe 120/150 VIP,120,150,2025-06-01 21:22:00,Cash Keras Bertahap,1250000000,312500000,1562500000,781250000,24,32552083,9,1074218747,488281253,Dalam Pantauan
KTR-AGP-2025160,KNS-217,Hana Firmansyah,PRJ-03,Tipe 45/72,45,72,2025-05-15 18:12:00,Cash Keras Bertahap,380000000,83600000,463600000,46360000,84,4967142,13,110932846,352667154,Lancar
KTR-AGP-2025161,KNS-977,Fikri Suryono,PRJ-03,Tipe 60/90,60,90,2025-11-23 10:20:00,Istishna' (Pesan Bangun),540000000,135000000,675000000,135000000,84,6428571,13,218571423,456428577,Tertunggak 1-30 Hari
KTR-AGP-2025162,KNS-678,Laila Maulana,PRJ-03,Tipe 84/120,84,120,2025-03-08 21:45:00,Cash Keras Bertahap,780000000,195000000,975000000,487500000,36,13541666,21,771874986,203125014,Lancar
KTR-AGP-2025163,KNS-1179,Ilham Ramadhan,PRJ-04,Tipe 60/90,60,90,2025-05-16 13:55:00,Murabahah (Jual Beli Angsuran),540000000,162000000,702000000,70200000,120,5265000,4,91260000,610740000,Lancar
KTR-AGP-2025164,KNS-2470,Taufiq Santoso,PRJ-05,Tipe 60/90,60,90,2025-05-15 14:13:00,Murabahah (Jual Beli Angsuran),540000000,135000000,675000000,135000000,120,4500000,21,229500000,445500000,Tertunggak 1-30 Hari
KTR-AGP-2025165,KNS-849,Ibrahim Saputra,PRJ-04,Tipe 120/150 VIP,120,150,2025-11-18 16:50:00,Murabahah (Jual Beli Angsuran),1250000000,225000000,1475000000,442500000,84,12291666,32,835833312,639166688,Tertunggak 1-30 Hari
KTR-AGP-2025166,KNS-2759,Farhan Wijaya,PRJ-03,Tipe 120/150 VIP,120,150,2025-05-27 11:33:00,Istishna' (Pesan Bangun),1250000000,375000000,1625000000,487500000,24,47395833,9,914062497,710937503,Lancar
KTR-AGP-2025167,KNS-323,Dina Firmansyah,PRJ-03,Tipe 84/120,84,120,2025-07-09 18:13:00,Murabahah (Jual Beli Angsuran),780000000,140400000,920400000,92040000,24,34515000,3,195585000,724815000,Lunas Dini
KTR-AGP-2025168,KNS-1811,Ilham Wijaya,PRJ-03,Tipe 36/60,36,60,2025-10-07 09:31:00,Murabahah (Jual Beli Angsuran),240000000,72000000,312000000,156000000,84,1857142,26,204285692,107714308,Lancar
KTR-AGP-2025169,KNS-1979,Fikri Suryono,PRJ-05,Tipe 45/72,45,72,2025-07-03 14:01:00,Cash Keras Bertahap,380000000,68400000,448400000,224200000,24,9341666,9,308274994,140125006,Lancar
KTR-AGP-2025170,KNS-495,Nurul Santoso,PRJ-03,Tipe 120/150 VIP,120,150,2025-01-17 07:39:00,Murabahah (Jual Beli Angsuran),1250000000,275000000,1525000000,457500000,120,8895833,14,582041662,942958338,Dalam Pantauan
KTR-AGP-2025171,KNS-2770,Zahra Firmansyah,PRJ-01,Tipe 84/120,84,120,2025-10-02 08:31:00,Murabahah (Jual Beli Angsuran),780000000,195000000,975000000,292500000,36,18958333,21,690624993,284375007,Lancar
KTR-AGP-2025172,KNS-1874,Ahmad Pratama,PRJ-04,Tipe 45/72,45,72,2025-07-25 15:20:00,Cash Keras Bertahap,380000000,83600000,463600000,46360000,120,3477000,35,168055000,295545000,Lancar
KTR-AGP-2025173,KNS-2130,Maryam Kusuma,PRJ-03,Tipe 84/120,84,120,2025-01-27 16:14:00,Cash Keras Bertahap,780000000,171600000,951600000,285480000,36,18503333,34,914593322,37006678,Tertunggak >60 Hari
KTR-AGP-2025174,KNS-1738,Umar Firmansyah,PRJ-01,Tipe 45/72,45,72,2025-07-04 09:23:00,Murabahah (Jual Beli Angsuran),380000000,114000000,494000000,98800000,60,6586666,28,283226648,210773352,Lancar
KTR-AGP-2025175,KNS-2896,Muhammad Ramadhan,PRJ-02,Tipe 36/60,36,60,2025-09-04 15:28:00,IMBT (Sewa Beli / Leasing),240000000,60000000,300000000,150000000,60,2500000,34,235000000,65000000,Lunas Dini
KTR-AGP-2025176,KNS-945,Hasan Maulana,PRJ-01,Tipe 120/150 VIP,120,150,2025-06-23 19:07:00,Cash Keras Bertahap,1250000000,225000000,1475000000,147500000,24,55312500,21,1309062500,165937500,Dalam Pantauan
KTR-AGP-2025177,KNS-175,Farhan Wijaya,PRJ-04,Tipe 45/72,45,72,2025-03-30 12:25:00,Murabahah (Jual Beli Angsuran),380000000,114000000,494000000,49400000,36,12350000,21,308750000,185250000,Tertunggak >60 Hari
KTR-AGP-2025178,KNS-1100,Aisyah Suryono,PRJ-02,Tipe 120/150 VIP,120,150,2025-08-11 19:42:00,IMBT (Sewa Beli / Leasing),1250000000,375000000,1625000000,325000000,24,54166666,2,433333332,1191666668,Lancar
KTR-AGP-2025179,KNS-118,Rizky Maulana,PRJ-01,Tipe 84/120,84,120,2025-06-15 17:19:00,Murabahah (Jual Beli Angsuran),780000000,234000000,1014000000,304200000,84,8450000,3,329550000,684450000,Dalam Pantauan
KTR-AGP-2025180,KNS-835,Ibrahim Lestari,PRJ-05,Tipe 60/90,60,90,2025-06-12 14:59:00,Murabahah (Jual Beli Angsuran),540000000,162000000,702000000,70200000,36,17550000,26,526500000,175500000,Lancar
KTR-AGP-2025181,KNS-1005,Rizky Maulana,PRJ-03,Tipe 84/120,84,120,2025-12-21 09:41:00,Cash Keras Bertahap,780000000,171600000,951600000,190320000,24,31720000,13,602680000,348920000,Tertunggak >60 Hari
KTR-AGP-2025182,KNS-2094,Rizky Suryono,PRJ-02,Tipe 45/72,45,72,2025-10-26 19:09:00,Cash Keras Bertahap,380000000,95000000,475000000,142500000,120,2770833,14,181291662,293708338,Lancar
KTR-AGP-2025183,KNS-285,Zaid Kusuma,PRJ-04,Tipe 84/120,84,120,2025-07-27 10:49:00,Cash Keras Bertahap,780000000,140400000,920400000,184080000,84,8765714,35,490879990,429520010,Lancar
KTR-AGP-2025184,KNS-1703,Nurul Pratama,PRJ-05,Tipe 60/90,60,90,2025-06-30 18:50:00,Murabahah (Jual Beli Angsuran),540000000,135000000,675000000,202500000,60,7875000,36,486000000,189000000,Tertunggak >60 Hari
KTR-AGP-2025185,KNS-1470,Ahmad Saputra,PRJ-05,Tipe 84/120,84,120,2025-11-23 09:45:00,Murabahah (Jual Beli Angsuran),780000000,195000000,975000000,97500000,24,36562500,16,682500000,292500000,Lunas Dini
KTR-AGP-2025186,KNS-2742,Ali Wijaya,PRJ-04,Tipe 45/72,45,72,2025-02-27 14:45:00,Istishna' (Pesan Bangun),380000000,83600000,463600000,46360000,24,17385000,5,133285000,330315000,Lancar
KTR-AGP-2025187,KNS-406,Ilham Wijaya,PRJ-04,Tipe 60/90,60,90,2025-05-08 19:55:00,Murabahah (Jual Beli Angsuran),540000000,135000000,675000000,67500000,60,10125000,31,381375000,293625000,Lancar
KTR-AGP-2025188,KNS-2752,Harun Firmansyah,PRJ-04,Tipe 45/72,45,72,2025-07-17 21:23:00,IMBT (Sewa Beli / Leasing),380000000,68400000,448400000,224200000,60,3736666,9,257829994,190570006,Lunas Dini
KTR-AGP-2025189,KNS-1530,Khadijah Firmansyah,PRJ-02,Tipe 120/150 VIP,120,150,2025-09-03 09:05:00,Murabahah (Jual Beli Angsuran),1250000000,275000000,1525000000,152500000,120,11437500,21,392687500,1132312500,Lunas Dini
KTR-AGP-2025190,KNS-2214,Muhammad Hakim,PRJ-04,Tipe 84/120,84,120,2025-05-20 15:38:00,Murabahah (Jual Beli Angsuran),780000000,195000000,975000000,487500000,60,8125000,8,552500000,422500000,Dalam Pantauan
KTR-AGP-2025191,KNS-650,Rafi Hakim,PRJ-04,Tipe 60/90,60,90,2025-05-23 17:27:00,IMBT (Sewa Beli / Leasing),540000000,97200000,637200000,191160000,120,3717000,25,284085000,353115000,Lancar
KTR-AGP-2025192,KNS-1199,Fikri Utami,PRJ-02,Tipe 45/72,45,72,2025-09-29 15:16:00,Istishna' (Pesan Bangun),380000000,83600000,463600000,92720000,120,3090666,14,135989324,327610676,Tertunggak 1-30 Hari
KTR-AGP-2025193,KNS-1857,Azizah Hidayat,PRJ-05,Tipe 45/72,45,72,2025-11-07 16:54:00,Istishna' (Pesan Bangun),380000000,95000000,475000000,142500000,120,2770833,25,211770825,263229175,Dalam Pantauan
KTR-AGP-2025194,KNS-1247,Zaid Firmansyah,PRJ-04,Tipe 45/72,45,72,2025-12-14 13:11:00,Murabahah (Jual Beli Angsuran),380000000,114000000,494000000,49400000,84,5292857,9,97035713,396964287,Dalam Pantauan
KTR-AGP-2025195,KNS-835,Zahra Firmansyah,PRJ-04,Tipe 36/60,36,60,2025-01-22 07:21:00,IMBT (Sewa Beli / Leasing),240000000,52800000,292800000,146400000,24,6100000,3,164700000,128100000,Tertunggak 1-30 Hari
KTR-AGP-2025196,KNS-2041,Danang Lestari,PRJ-02,Tipe 84/120,84,120,2025-10-24 19:30:00,Murabahah (Jual Beli Angsuran),780000000,140400000,920400000,276120000,36,17896666,17,580363322,340036678,Lancar
KTR-AGP-2025197,KNS-2874,Ibrahim Hakim,PRJ-03,Tipe 45/72,45,72,2025-08-19 15:14:00,IMBT (Sewa Beli / Leasing),380000000,83600000,463600000,92720000,60,6181333,22,228709326,234890674,Tertunggak 1-30 Hari
KTR-AGP-2025198,KNS-1904,Ahmad Nugroho,PRJ-02,Tipe 36/60,36,60,2025-04-28 20:53:00,Murabahah (Jual Beli Angsuran),240000000,43200000,283200000,141600000,60,2360000,20,188800000,94400000,Lancar
KTR-AGP-2025199,KNS-1481,Rizky Santoso,PRJ-05,Tipe 84/120,84,120,2025-01-08 20:17:00,IMBT (Sewa Beli / Leasing),780000000,234000000,1014000000,202800000,84,9657142,20,395942840,618057160,Tertunggak 1-30 Hari
KTR-AGP-2025200,KNS-150,Umar Nugroho,PRJ-04,Tipe 60/90,60,90,2025-06-24 09:55:00,Cash Keras Bertahap,540000000,162000000,702000000,210600000,84,5850000,17,310050000,391950000,Tertunggak >60 Hari
KTR-AGP-2025201,KNS-803,Salma Lestari,PRJ-05,Tipe 36/60,36,60,2025-04-11 08:10:00,Istishna' (Pesan Bangun),240000000,43200000,283200000,28320000,24,10620000,15,187620000,95580000,Lancar
KTR-AGP-2025202,KNS-1985,Azizah Pratama,PRJ-04,Tipe 36/60,36,60,2025-02-10 08:57:00,IMBT (Sewa Beli / Leasing),240000000,72000000,312000000,62400000,24,10400000,3,93600000,218400000,Lancar
KTR-AGP-2025203,KNS-2875,Rania Wijaya,PRJ-01,Tipe 60/90,60,90,2025-01-11 16:09:00,IMBT (Sewa Beli / Leasing),540000000,162000000,702000000,351000000,84,4178571,26,459642846,242357154,Dalam Pantauan
KTR-AGP-2025204,KNS-1777,Zaid Hidayat,PRJ-02,Tipe 120/150 VIP,120,150,2025-02-24 10:08:00,IMBT (Sewa Beli / Leasing),1250000000,375000000,1625000000,325000000,84,15476190,34,851190460,773809540,Lancar
KTR-AGP-2025205,KNS-676,Dina Ramadhan,PRJ-03,Tipe 36/60,36,60,2025-08-22 21:31:00,Istishna' (Pesan Bangun),240000000,52800000,292800000,87840000,36,5693333,27,241559991,51240009,Lancar
KTR-AGP-2025206,KNS-394,Dina Pratama,PRJ-02,Tipe 84/120,84,120,2025-05-07 18:49:00,Murabahah (Jual Beli Angsuran),780000000,171600000,951600000,285480000,36,18503333,34,914593322,37006678,Lancar
KTR-AGP-2025207,KNS-1896,Fikri Kusuma,PRJ-01,Tipe 60/90,60,90,2025-08-14 09:46:00,Cash Keras Bertahap,540000000,162000000,702000000,210600000,120,4095000,20,292500000,409500000,Lancar
KTR-AGP-2025208,KNS-152,Rizky Lestari,PRJ-03,Tipe 60/90,60,90,2025-02-21 18:19:00,IMBT (Sewa Beli / Leasing),540000000,162000000,702000000,351000000,24,14625000,5,424125000,277875000,Lunas Dini
KTR-AGP-2025209,KNS-582,Danang Hakim,PRJ-04,Tipe 45/72,45,72,2025-05-08 13:38:00,Istishna' (Pesan Bangun),380000000,95000000,475000000,237500000,24,9895833,12,356249996,118750004,Lunas Dini
KTR-AGP-2025210,KNS-696,Hasan Suryono,PRJ-04,Tipe 36/60,36,60,2025-11-15 13:01:00,Murabahah (Jual Beli Angsuran),240000000,60000000,300000000,150000000,36,4166666,22,241666652,58333348,Dalam Pantauan
KTR-AGP-2025211,KNS-517,Fikri Lestari,PRJ-05,Tipe 84/120,84,120,2025-10-12 10:17:00,Murabahah (Jual Beli Angsuran),780000000,171600000,951600000,95160000,120,7137000,12,180804000,770796000,Tertunggak 1-30 Hari
KTR-AGP-2025212,KNS-2614,Safira Nugroho,PRJ-03,Tipe 120/150 VIP,120,150,2025-02-28 15:41:00,Murabahah (Jual Beli Angsuran),1250000000,312500000,1562500000,312500000,84,14880952,14,520833328,1041666672,Lancar
KTR-AGP-2025213,KNS-2972,Muhammad Ramadhan,PRJ-02,Tipe 120/150 VIP,120,150,2025-04-22 13:54:00,Murabahah (Jual Beli Angsuran),1250000000,275000000,1525000000,152500000,24,57187500,21,1353437500,171562500,Lancar
KTR-AGP-2025214,KNS-2309,Muhammad Nugroho,PRJ-04,Tipe 36/60,36,60,2025-08-04 20:52:00,Cash Keras Bertahap,240000000,72000000,312000000,31200000,84,3342857,32,138171424,173828576,Lunas Dini
KTR-AGP-2025215,KNS-2982,Hana Nugroho,PRJ-01,Tipe 36/60,36,60,2025-10-13 13:47:00,Murabahah (Jual Beli Angsuran),240000000,60000000,300000000,90000000,36,5833333,32,276666656,23333344,Lancar
KTR-AGP-2025216,KNS-1948,Umar Nugroho,PRJ-03,Tipe 45/72,45,72,2025-01-03 12:11:00,IMBT (Sewa Beli / Leasing),380000000,68400000,448400000,134520000,84,3736666,4,149466664,298933336,Lancar
KTR-AGP-2025217,KNS-1201,Zaid Hakim,PRJ-04,Tipe 60/90,60,90,2025-07-01 09:28:00,Cash Keras Bertahap,540000000,97200000,637200000,127440000,36,14160000,20,410640000,226560000,Dalam Pantauan
KTR-AGP-2025218,KNS-1525,Rizky Kusuma,PRJ-04,Tipe 45/72,45,72,2025-01-08 13:49:00,IMBT (Sewa Beli / Leasing),380000000,68400000,448400000,134520000,84,3736666,12,179359992,269040008,Lancar
KTR-AGP-2025219,KNS-2146,Ahmad Hidayat,PRJ-05,Tipe 84/120,84,120,2025-04-21 11:01:00,Murabahah (Jual Beli Angsuran),780000000,195000000,975000000,292500000,84,8125000,14,406250000,568750000,Lunas Dini
KTR-AGP-2025220,KNS-2112,Muhammad Kusuma,PRJ-02,Tipe 45/72,45,72,2025-07-30 15:45:00,Istishna' (Pesan Bangun),380000000,114000000,494000000,148200000,120,2881666,10,177016660,316983340,Dalam Pantauan
KTR-AGP-2025221,KNS-2967,Ibrahim Kusuma,PRJ-05,Tipe 60/90,60,90,2025-04-06 12:28:00,Istishna' (Pesan Bangun),540000000,97200000,637200000,127440000,60,8496000,17,271872000,365328000,Lancar
KTR-AGP-2025222,KNS-2354,Ilham Saputra,PRJ-01,Tipe 45/72,45,72,2025-12-22 10:11:00,Cash Keras Bertahap,380000000,83600000,463600000,46360000,36,11590000,28,370880000,92720000,Lancar
KTR-AGP-2025223,KNS-1450,Ibrahim Maulana,PRJ-01,Tipe 45/72,45,72,2025-08-22 17:11:00,Murabahah (Jual Beli Angsuran),380000000,83600000,463600000,92720000,84,4415238,33,238422854,225177146,Dalam Pantauan
KTR-AGP-2025224,KNS-1615,Safira Saputra,PRJ-04,Tipe 84/120,84,120,2025-08-31 21:45:00,Istishna' (Pesan Bangun),780000000,195000000,975000000,292500000,36,18958333,4,368333332,606666668,Dalam Pantauan
KTR-AGP-2025225,KNS-2169,Zahra Nugroho,PRJ-04,Tipe 120/150 VIP,120,150,2025-08-18 12:46:00,IMBT (Sewa Beli / Leasing),1250000000,275000000,1525000000,305000000,60,20333333,11,528666663,996333337,Lancar
KTR-AGP-2025226,KNS-629,Nurul Nugroho,PRJ-04,Tipe 45/72,45,72,2025-09-04 10:53:00,IMBT (Sewa Beli / Leasing),380000000,95000000,475000000,142500000,24,13854166,16,364166656,110833344,Lancar
