id_setoran,id_santri,nama_santri,kelompok_halaqah,kode_program,id_musyrif,nama_musyrif,waktu_setoran,juz_setor,halaman_mulai,halaman_selesai,jumlah_halaman,skor_kelancaran_1_100,skor_tajwid_1_100,status_kelulusan_halaman,infaq_bulanan_terbayar
STR-QUR-2025108,SNTR-927,Safira Firmansyah,Halaqah Imam Abu Amr,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-10-27 10:40:00,19,365,366,1,88,85,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025109,SNTR-1024,Fatimah Hidayat,Halaqah Imam Abu Amr,PRG-01,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-06-13 16:32:00,20,381,384,3,96,78,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2025110,SNTR-847,Umar Kusuma,Halaqah Imam Ibnu Katsir,PRG-02,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-12-06 13:13:00,29,567,568,1,71,89,I'adah (Wajib Ulang),300000
STR-QUR-2025111,SNTR-1299,Taufiq Pratama,Halaqah Imam Hamzah,PRG-05,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-08-14 16:39:00,18,345,346,1,66,82,I'adah (Wajib Ulang),500000
STR-QUR-2025112,SNTR-1258,Ibrahim Ramadhan,Halaqah Imam Hamzah,PRG-04,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-11-07 19:36:00,25,488,489,1,90,100,Mumtaz (Lulus Sempurna),250000
STR-QUR-2025113,SNTR-380,Rizky Wijaya,Halaqah Imam Nafi,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-12-07 07:38:00,16,307,317,10,67,74,I'adah (Wajib Ulang),350000
STR-QUR-2025114,SNTR-1135,Nisa Utami,Halaqah Imam Ibnu Katsir,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-12-08 09:21:00,1,9,14,5,77,81,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2025115,SNTR-1491,Taufiq Maulana,Halaqah Imam Ibnu Katsir,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-08-02 21:46:00,6,102,105,3,80,89,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2025116,SNTR-997,Fatimah Saputra,Halaqah Imam Nafi,PRG-01,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-09-08 08:10:00,1,2,5,3,66,99,I'adah (Wajib Ulang),350000
STR-QUR-2025117,SNTR-1012,Zaid Nugroho,Halaqah Imam Hamzah,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-04-08 19:48:00,1,8,11,3,85,85,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2025118,SNTR-812,Azizah Santoso,Halaqah Imam Ashim,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-10-30 18:28:00,28,550,552,2,73,95,I'adah (Wajib Ulang),0
STR-QUR-2025119,SNTR-1276,Fikri Santoso,Halaqah Imam Ashim,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-03-07 17:46:00,5,82,102,20,97,73,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025120,SNTR-528,Ali Suryono,Halaqah Imam Ashim,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-11-26 18:51:00,12,221,224,3,88,80,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2025121,SNTR-879,Taufiq Hidayat,Halaqah Imam Ashim,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-01-29 17:50:00,13,244,264,20,95,76,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025122,SNTR-720,Maryam Santoso,Halaqah Imam Nafi,PRG-02,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-11-05 09:53:00,4,62,67,5,87,71,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2025123,SNTR-732,Zahra Kusuma,Halaqah Imam Nafi,PRG-03,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-01-16 15:49:00,24,464,467,3,65,77,I'adah (Wajib Ulang),400000
STR-QUR-2025124,SNTR-1156,Zaid Kusuma,Halaqah Imam Ashim,PRG-02,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-03-17 17:37:00,29,561,581,20,85,76,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2025125,SNTR-454,Muhammad Hidayat,Halaqah Imam Nafi,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-05-13 11:32:00,1,7,27,20,100,81,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2025126,SNTR-1182,Zaid Ramadhan,Halaqah Imam Nafi,PRG-01,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-05-03 15:38:00,21,404,424,20,79,96,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2025127,SNTR-503,Umar Santoso,Halaqah Imam Nafi,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-05-27 16:33:00,10,182,185,3,98,82,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025128,SNTR-518,Zaid Maulana,Halaqah Imam Hamzah,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-11-20 07:09:00,8,142,152,10,96,80,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2025129,SNTR-1044,Azizah Maulana,Halaqah Imam Abu Amr,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-07-04 14:48:00,9,164,165,1,65,76,I'adah (Wajib Ulang),250000
STR-QUR-2025130,SNTR-714,Rizky Lestari,Halaqah Imam Ibnu Katsir,PRG-04,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-12-28 13:53:00,11,201,202,1,77,96,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2025131,SNTR-455,Rafi Utami,Halaqah Imam Hamzah,PRG-05,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-08-01 11:26:00,23,441,444,3,84,83,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025132,SNTR-536,Rizky Maulana,Halaqah Imam Abu Amr,PRG-01,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-02-06 08:34:00,10,184,194,10,66,87,I'adah (Wajib Ulang),350000
STR-QUR-2025133,SNTR-1153,Aisyah Kusuma,Halaqah Imam Nafi,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-10-02 20:04:00,2,23,28,5,82,84,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2025134,SNTR-1123,Salma Santoso,Halaqah Imam Nafi,PRG-02,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-07-18 17:00:00,23,443,446,3,99,89,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2025135,SNTR-591,Rizky Pratama,Halaqah Imam Hamzah,PRG-01,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-06-13 21:51:00,26,510,511,1,89,78,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2025136,SNTR-809,Maryam Maulana,Halaqah Imam Ibnu Katsir,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-03-29 15:59:00,11,205,210,5,69,92,I'adah (Wajib Ulang),250000
STR-QUR-2025137,SNTR-422,Ahmad Kusuma,Halaqah Imam Abu Amr,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-09-23 14:19:00,10,188,208,20,72,86,I'adah (Wajib Ulang),350000
STR-QUR-2025138,SNTR-1494,Aisyah Firmansyah,Halaqah Imam Ibnu Katsir,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-09-28 11:21:00,19,364,367,3,67,82,I'adah (Wajib Ulang),0
STR-QUR-2025139,SNTR-1028,Muhammad Saputra,Halaqah Imam Nafi,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-06-25 19:16:00,17,329,332,3,86,70,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2025140,SNTR-1358,Ilham Ramadhan,Halaqah Imam Hamzah,PRG-02,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-09-21 16:53:00,23,449,450,1,79,71,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2025141,SNTR-105,Hasan Ramadhan,Halaqah Imam Ibnu Katsir,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-06-02 13:58:00,15,284,287,3,100,94,Mumtaz (Lulus Sempurna),250000
STR-QUR-2025142,SNTR-796,Rizky Wijaya,Halaqah Imam Hamzah,PRG-03,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-08-22 20:53:00,14,266,268,2,83,72,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2025143,SNTR-165,Nurul Utami,Halaqah Imam Ibnu Katsir,PRG-02,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-07-12 18:26:00,11,208,218,10,98,98,Mumtaz (Lulus Sempurna),0
STR-QUR-2025144,SNTR-1420,Zaid Santoso,Halaqah Imam Ibnu Katsir,PRG-05,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-02-01 17:01:00,26,502,503,1,70,94,I'adah (Wajib Ulang),500000
STR-QUR-2025145,SNTR-974,Azizah Kusuma,Halaqah Imam Abu Amr,PRG-02,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-06-30 19:14:00,4,66,86,20,79,76,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2025146,SNTR-476,Aisyah Hakim,Halaqah Imam Ibnu Katsir,PRG-04,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-11-29 16:30:00,1,2,22,20,93,84,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2025147,SNTR-337,Ahmad Santoso,Halaqah Imam Ashim,PRG-05,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-01-14 19:23:00,29,569,574,5,85,82,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025148,SNTR-1009,Muhammad Pratama,Halaqah Imam Ibnu Katsir,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-10-29 10:42:00,2,21,41,20,99,90,Mumtaz (Lulus Sempurna),300000
STR-QUR-2025149,SNTR-424,Ibrahim Saputra,Halaqah Imam Abu Amr,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-11-15 20:06:00,27,526,536,10,81,74,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025150,SNTR-1102,Danang Firmansyah,Halaqah Imam Hamzah,PRG-01,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-05-22 14:43:00,20,383,393,10,86,86,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2025151,SNTR-1165,Ali Suryono,Halaqah Imam Hamzah,PRG-02,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-09-14 10:59:00,13,244,264,20,94,76,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2025152,SNTR-1145,Zaid Maulana,Halaqah Imam Nafi,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-10-14 20:33:00,27,530,531,1,79,76,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025153,SNTR-1055,Ibrahim Suryono,Halaqah Imam Abu Amr,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-07-21 17:13:00,17,324,344,20,74,92,I'adah (Wajib Ulang),350000
STR-QUR-2025154,SNTR-323,Ali Hakim,Halaqah Imam Abu Amr,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-01-17 12:39:00,5,89,91,2,79,88,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2025155,SNTR-751,Hasan Lestari,Halaqah Imam Abu Amr,PRG-04,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-01-13 08:48:00,21,405,415,10,76,88,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2025156,SNTR-897,Rizky Hidayat,Halaqah Imam Nafi,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-11-11 11:31:00,30,586,606,20,70,80,I'adah (Wajib Ulang),0
STR-QUR-2025157,SNTR-1412,Azizah Suryono,Halaqah Imam Ibnu Katsir,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-11-11 19:54:00,1,8,13,5,87,87,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2025158,SNTR-391,Taufiq Hakim,Halaqah Imam Hamzah,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-01-27 21:03:00,28,548,558,10,87,73,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025159,SNTR-352,Aisyah Suryono,Halaqah Imam Nafi,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-10-10 10:09:00,29,566,569,3,100,87,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2025160,SNTR-1197,Harun Kusuma,Halaqah Imam Hamzah,PRG-04,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-01-21 07:22:00,27,522,542,20,80,90,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2025161,SNTR-681,Fikri Suryono,Halaqah Imam Ashim,PRG-03,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-12-05 19:25:00,19,370,390,20,94,90,Mumtaz (Lulus Sempurna),400000
STR-QUR-2025162,SNTR-671,Nisa Nugroho,Halaqah Imam Ibnu Katsir,PRG-05,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-03-18 18:26:00,11,206,209,3,100,78,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025163,SNTR-696,Umar Ramadhan,Halaqah Imam Abu Amr,PRG-02,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-07-15 17:52:00,22,426,431,5,65,84,I'adah (Wajib Ulang),300000
STR-QUR-2025164,SNTR-1488,Farhan Hakim,Halaqah Imam Ashim,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-09-21 11:27:00,12,222,242,20,96,94,Mumtaz (Lulus Sempurna),400000
STR-QUR-2025165,SNTR-739,Maryam Firmansyah,Halaqah Imam Hamzah,PRG-02,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-02-26 16:44:00,14,262,265,3,96,97,Mumtaz (Lulus Sempurna),300000
STR-QUR-2025166,SNTR-868,Zahra Suryono,Halaqah Imam Abu Amr,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-02-08 21:27:00,15,287,289,2,98,100,Mumtaz (Lulus Sempurna),350000
STR-QUR-2025167,SNTR-811,Ibrahim Maulana,Halaqah Imam Ashim,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-04-06 17:11:00,21,401,411,10,96,92,Mumtaz (Lulus Sempurna),400000
STR-QUR-2025168,SNTR-1064,Laila Suryono,Halaqah Imam Ibnu Katsir,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-02-13 07:15:00,28,541,546,5,76,84,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2025169,SNTR-340,Umar Pratama,Halaqah Imam Ashim,PRG-03,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-02-01 19:08:00,17,325,345,20,91,97,Mumtaz (Lulus Sempurna),400000
STR-QUR-2025170,SNTR-1408,Fikri Maulana,Halaqah Imam Nafi,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-03-24 12:52:00,1,2,22,20,89,82,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2025171,SNTR-321,Fatimah Suryono,Halaqah Imam Nafi,PRG-02,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-12-07 08:22:00,16,303,304,1,79,100,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2025172,SNTR-146,Muhammad Firmansyah,Halaqah Imam Nafi,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-01-10 17:30:00,15,287,292,5,65,72,I'adah (Wajib Ulang),400000
STR-QUR-2025173,SNTR-1069,Salma Ramadhan,Halaqah Imam Ibnu Katsir,PRG-04,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-08-04 16:55:00,8,148,153,5,81,82,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2025174,SNTR-649,Ilham Lestari,Halaqah Imam Nafi,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-03-25 20:43:00,27,523,525,2,66,93,I'adah (Wajib Ulang),350000
STR-QUR-2025175,SNTR-866,Ilham Nugroho,Halaqah Imam Nafi,PRG-03,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-01-24 20:30:00,30,586,591,5,69,99,I'adah (Wajib Ulang),400000
STR-QUR-2025176,SNTR-684,Nisa Firmansyah,Halaqah Imam Nafi,PRG-01,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-05-18 20:21:00,7,130,150,20,92,83,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2025177,SNTR-102,Taufiq Firmansyah,Halaqah Imam Ashim,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-08-26 21:36:00,26,502,505,3,100,88,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2025178,SNTR-293,Khadijah Pratama,Halaqah Imam Hamzah,PRG-05,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-06-06 12:23:00,16,301,302,1,83,75,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025179,SNTR-246,Umar Wijaya,Halaqah Imam Abu Amr,PRG-01,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-01-05 16:45:00,20,386,388,2,97,74,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2025180,SNTR-1279,Khadijah Santoso,Halaqah Imam Abu Amr,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-04-07 08:34:00,4,70,71,1,69,96,I'adah (Wajib Ulang),400000
STR-QUR-2025181,SNTR-136,Ibrahim Hidayat,Halaqah Imam Abu Amr,PRG-01,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-01-10 15:35:00,3,49,59,10,93,81,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2025182,SNTR-824,Ilham Pratama,Halaqah Imam Nafi,PRG-05,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-01-01 11:40:00,18,343,363,20,97,85,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025183,SNTR-1299,Rania Kusuma,Halaqah Imam Hamzah,PRG-05,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-03-11 13:36:00,20,382,385,3,65,74,I'adah (Wajib Ulang),500000
STR-QUR-2025184,SNTR-1120,Rizky Maulana,Halaqah Imam Nafi,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-06-22 19:44:00,7,126,128,2,84,70,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2025185,SNTR-142,Rafi Lestari,Halaqah Imam Hamzah,PRG-04,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-10-20 14:41:00,12,228,238,10,72,85,I'adah (Wajib Ulang),250000
STR-QUR-2025186,SNTR-740,Taufiq Pratama,Halaqah Imam Ashim,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-06-26 13:30:00,26,503,523,20,68,79,I'adah (Wajib Ulang),250000
STR-QUR-2025187,SNTR-535,Rafi Pratama,Halaqah Imam Ibnu Katsir,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-05-29 19:20:00,27,528,531,3,88,85,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2025188,SNTR-1159,Azizah Nugroho,Halaqah Imam Ashim,PRG-03,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-06-10 12:32:00,8,147,167,20,72,93,I'adah (Wajib Ulang),400000
STR-QUR-2025189,SNTR-1234,Zaid Wijaya,Halaqah Imam Nafi,PRG-04,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-05-26 15:55:00,26,508,513,5,90,74,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2025190,SNTR-391,Putri Saputra,Halaqah Imam Hamzah,PRG-03,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-04-29 09:41:00,2,23,33,10,78,96,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2025191,SNTR-249,Ahmad Firmansyah,Halaqah Imam Ashim,PRG-01,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-01-09 18:02:00,10,182,187,5,79,88,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2025192,SNTR-1182,Danang Maulana,Halaqah Imam Ibnu Katsir,PRG-04,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-12-18 21:48:00,17,328,331,3,98,75,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2025193,SNTR-1400,Rafi Lestari,Halaqah Imam Hamzah,PRG-02,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-12-22 12:22:00,30,583,603,20,67,73,I'adah (Wajib Ulang),300000
STR-QUR-2025194,SNTR-264,Azizah Hakim,Halaqah Imam Abu Amr,PRG-03,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-12-20 14:08:00,12,221,223,2,85,83,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2025195,SNTR-1110,Ilham Suryono,Halaqah Imam Ashim,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-09-28 14:34:00,11,206,207,1,75,93,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2025196,SNTR-617,Ibrahim Nugroho,Halaqah Imam Ashim,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-04-07 07:46:00,28,546,566,20,96,83,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2025197,SNTR-817,Taufiq Pratama,Halaqah Imam Hamzah,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-07-01 13:19:00,2,21,24,3,70,93,I'adah (Wajib Ulang),500000
STR-QUR-2025198,SNTR-787,Taufiq Maulana,Halaqah Imam Nafi,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-03-10 19:10:00,13,249,250,1,68,87,I'adah (Wajib Ulang),0
STR-QUR-2025199,SNTR-1338,Aisyah Hakim,Halaqah Imam Abu Amr,PRG-01,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-11-20 08:07:00,28,546,547,1,70,100,I'adah (Wajib Ulang),350000
STR-QUR-2025200,SNTR-507,Nisa Firmansyah,Halaqah Imam Ashim,PRG-04,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-09-02 19:25:00,8,145,150,5,95,74,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2025201,SNTR-683,Hasan Wijaya,Halaqah Imam Abu Amr,PRG-05,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-05-06 11:05:00,5,86,96,10,86,71,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025202,SNTR-601,Azizah Ramadhan,Halaqah Imam Abu Amr,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-01-17 11:53:00,10,186,206,20,85,86,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2025203,SNTR-589,Farhan Wijaya,Halaqah Imam Nafi,PRG-01,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-03-21 19:18:00,23,443,446,3,79,93,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2025204,SNTR-1026,Hasan Hidayat,Halaqah Imam Hamzah,PRG-03,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-03-06 12:12:00,29,563,573,10,86,82,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2025205,SNTR-689,Hasan Saputra,Halaqah Imam Hamzah,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-12-02 21:40:00,1,10,30,20,68,96,I'adah (Wajib Ulang),0
STR-QUR-2025206,SNTR-396,Nisa Hidayat,Halaqah Imam Hamzah,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-11-18 17:54:00,29,561,564,3,94,91,Mumtaz (Lulus Sempurna),300000
STR-QUR-2025207,SNTR-631,Dina Suryono,Halaqah Imam Hamzah,PRG-04,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-12-22 12:12:00,6,102,122,20,75,81,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2025208,SNTR-988,Rafi Hakim,Halaqah Imam Abu Amr,PRG-05,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-03-03 15:25:00,23,446,456,10,70,76,I'adah (Wajib Ulang),500000
STR-QUR-2025209,SNTR-1433,Rizky Hidayat,Halaqah Imam Ashim,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-01-16 18:15:00,2,28,33,5,85,95,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025210,SNTR-112,Zaid Pratama,Halaqah Imam Nafi,PRG-04,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-05-02 18:40:00,29,567,577,10,76,72,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2025211,SNTR-575,Hasan Ramadhan,Halaqah Imam Ibnu Katsir,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-02-17 07:29:00,17,330,340,10,85,71,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2025212,SNTR-790,Hasan Hidayat,Halaqah Imam Nafi,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-05-17 15:43:00,16,304,305,1,75,95,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2025213,SNTR-1300,Putri Wijaya,Halaqah Imam Ashim,PRG-04,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-08-30 12:31:00,5,81,82,1,71,90,I'adah (Wajib Ulang),250000
STR-QUR-2025214,SNTR-491,Nisa Saputra,Halaqah Imam Ashim,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-11-23 08:04:00,17,321,324,3,74,80,I'adah (Wajib Ulang),400000
STR-QUR-2025215,SNTR-1227,Taufiq Pratama,Halaqah Imam Ibnu Katsir,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-09-10 10:01:00,11,202,203,1,97,90,Mumtaz (Lulus Sempurna),0
STR-QUR-2025216,SNTR-1086,Taufiq Kusuma,Halaqah Imam Hamzah,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-11-11 12:57:00,9,163,166,3,73,93,I'adah (Wajib Ulang),0
