id_transaksi_mart,tgl_transaksi,id_anggota,nama_anggota,tipe_anggota,kode_produk,nama_produk,kategori_produk,harga_jual,harga_pokok,qty_beli,total_omset,laba_kotor,metode_bayar,poin_keaktifan_shu
KOP-20250122,2025-07-27 15:07:00,ANG-1222,Salma Saputra,Ustadz / Pengajar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,QRIS Kopontren,2
KOP-20250123,2025-01-14 16:24:00,ANG-394,Rafi Nugroho,Karyawan Pesantren,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,Saldo Tabungan Wadiah Koperasi,2
KOP-20250124,2025-04-11 14:05:00,ANG-642,Ali Ramadhan,Masyarakat Sekitar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,4,72000,28000,Kartu Santri Smart Card (RFID),0
KOP-20250125,2025-03-12 11:46:00,ANG-715,Zaid Utami,Santri Asrama,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,4,100000,52000,Tunai,8
KOP-20250126,2025-04-23 16:48:00,ANG-649,Rania Saputra,Karyawan Pesantren,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,2,16000,7000,Kartu Santri Smart Card (RFID),4
KOP-20250127,2025-06-05 14:34:00,ANG-112,Ilham Nugroho,Santri Asrama,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,QRIS Kopontren,2
KOP-20250128,2025-12-28 15:59:00,ANG-2445,Nurul Nugroho,Karyawan Pesantren,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,2,50000,26000,Saldo Tabungan Wadiah Koperasi,4
KOP-20250129,2025-05-28 11:16:00,ANG-522,Nisa Kusuma,Santri Asrama,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,QRIS Kopontren,2
KOP-20250130,2025-12-12 19:13:00,ANG-1067,Azizah Suryono,Santri Asrama,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,Tunai,2
KOP-20250131,2025-06-05 11:34:00,ANG-2319,Zaid Wijaya,Masyarakat Sekitar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,2,16000,7000,Tunai,0
KOP-20250132,2025-07-15 09:33:00,ANG-1717,Ahmad Saputra,Masyarakat Sekitar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,2,36000,14000,QRIS Kopontren,0
KOP-20250133,2025-12-10 15:06:00,ANG-2011,Taufiq Suryono,Ustadz / Pengajar,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,2,130000,50000,QRIS Kopontren,4
KOP-20250134,2025-04-04 14:52:00,ANG-187,Aisyah Maulana,Karyawan Pesantren,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,QRIS Kopontren,2
KOP-20250135,2025-01-18 17:43:00,ANG-329,Harun Ramadhan,Ustadz / Pengajar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,QRIS Kopontren,4
KOP-20250136,2025-05-25 14:25:00,ANG-1526,Umar Saputra,Wali Santri / Tamu,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,Saldo Tabungan Wadiah Koperasi,0
KOP-20250137,2025-11-28 14:32:00,ANG-1805,Hasan Hakim,Ustadz / Pengajar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,4,14000,6000,Tunai,8
KOP-20250138,2025-05-31 07:54:00,ANG-154,Harun Hidayat,Wali Santri / Tamu,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,3,10500,4500,Kartu Santri Smart Card (RFID),0
KOP-20250139,2025-01-10 13:43:00,ANG-1247,Maryam Firmansyah,Masyarakat Sekitar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Kartu Santri Smart Card (RFID),0
KOP-20250140,2025-03-22 09:37:00,ANG-868,Danang Hakim,Santri Asrama,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,Kartu Santri Smart Card (RFID),2
KOP-20250141,2025-09-14 14:39:00,ANG-300,Ahmad Ramadhan,Masyarakat Sekitar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,2,7000,3000,Saldo Tabungan Wadiah Koperasi,0
KOP-20250142,2025-05-17 19:50:00,ANG-1486,Danang Lestari,Santri Asrama,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,2,16000,7000,Kartu Santri Smart Card (RFID),4
KOP-20250143,2025-11-13 21:04:00,ANG-1160,Rizky Hidayat,Masyarakat Sekitar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,3,285000,105000,Tunai,0
KOP-20250144,2025-06-06 07:52:00,ANG-1025,Rania Firmansyah,Karyawan Pesantren,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,Tunai,4
KOP-20250145,2025-11-07 20:28:00,ANG-124,Nurul Maulana,Santri Asrama,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Tunai,2
KOP-20250146,2025-06-12 20:55:00,ANG-1124,Khadijah Pratama,Masyarakat Sekitar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,2,36000,14000,Kartu Santri Smart Card (RFID),0
KOP-20250147,2025-12-06 15:38:00,ANG-666,Nisa Kusuma,Wali Santri / Tamu,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,Kartu Santri Smart Card (RFID),0
KOP-20250148,2025-03-28 18:00:00,ANG-128,Ilham Utami,Masyarakat Sekitar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,Kartu Santri Smart Card (RFID),0
KOP-20250149,2025-04-28 13:35:00,ANG-1488,Taufiq Nugroho,Wali Santri / Tamu,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,Kartu Santri Smart Card (RFID),0
KOP-20250150,2025-04-07 09:07:00,ANG-2008,Rizky Wijaya,Santri Asrama,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,Tunai,4
KOP-20250151,2025-05-10 08:26:00,ANG-671,Danang Lestari,Wali Santri / Tamu,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,3,18000,8400,QRIS Kopontren,0
KOP-20250152,2025-10-10 20:52:00,ANG-188,Ali Saputra,Karyawan Pesantren,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,QRIS Kopontren,2
KOP-20250153,2025-04-29 16:13:00,ANG-2372,Hana Saputra,Santri Asrama,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Kartu Santri Smart Card (RFID),2
KOP-20250154,2025-06-02 09:45:00,ANG-2481,Farhan Utami,Karyawan Pesantren,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,2,90000,34000,Kartu Santri Smart Card (RFID),4
KOP-20250155,2025-03-01 07:19:00,ANG-889,Dina Suryono,Ustadz / Pengajar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,Tunai,2
KOP-20250156,2025-03-06 10:48:00,ANG-650,Ilham Kusuma,Ustadz / Pengajar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,3,285000,105000,Kartu Santri Smart Card (RFID),6
KOP-20250157,2025-07-06 07:34:00,ANG-1531,Umar Santoso,Masyarakat Sekitar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,QRIS Kopontren,0
KOP-20250158,2025-09-08 13:05:00,ANG-749,Zahra Firmansyah,Ustadz / Pengajar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,QRIS Kopontren,2
KOP-20250159,2025-10-21 10:28:00,ANG-2084,Fikri Pratama,Ustadz / Pengajar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,QRIS Kopontren,2
KOP-20250160,2025-07-17 11:28:00,ANG-1999,Hasan Kusuma,Masyarakat Sekitar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,Saldo Tabungan Wadiah Koperasi,0
KOP-20250161,2025-02-03 11:17:00,ANG-2045,Dina Hakim,Karyawan Pesantren,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,2,90000,34000,QRIS Kopontren,4
KOP-20250162,2025-09-01 11:54:00,ANG-967,Maryam Firmansyah,Ustadz / Pengajar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Tunai,2
KOP-20250163,2025-05-18 19:31:00,ANG-2136,Khadijah Lestari,Ustadz / Pengajar,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,2,50000,26000,Saldo Tabungan Wadiah Koperasi,4
KOP-20250164,2025-10-11 16:31:00,ANG-730,Danang Ramadhan,Ustadz / Pengajar,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,2,50000,26000,Tunai,4
KOP-20250165,2025-06-09 16:48:00,ANG-105,Rania Hakim,Karyawan Pesantren,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,2,50000,26000,Tunai,4
KOP-20250166,2025-10-02 08:02:00,ANG-576,Ibrahim Firmansyah,Karyawan Pesantren,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,Kartu Santri Smart Card (RFID),2
KOP-20250167,2025-01-09 20:21:00,ANG-1975,Harun Hakim,Karyawan Pesantren,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,2,90000,34000,Saldo Tabungan Wadiah Koperasi,4
KOP-20250168,2025-10-29 13:40:00,ANG-2005,Fikri Utami,Ustadz / Pengajar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Saldo Tabungan Wadiah Koperasi,2
KOP-20250169,2025-11-12 08:55:00,ANG-1496,Ali Wijaya,Ustadz / Pengajar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Tunai,2
KOP-20250170,2025-05-08 18:15:00,ANG-2248,Maryam Hakim,Ustadz / Pengajar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,3,135000,51000,Tunai,6
KOP-20250171,2025-12-21 07:01:00,ANG-683,Khadijah Wijaya,Ustadz / Pengajar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Kartu Santri Smart Card (RFID),2
KOP-20250172,2025-03-27 12:08:00,ANG-1060,Putri Wijaya,Masyarakat Sekitar,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,2,130000,50000,QRIS Kopontren,0
KOP-20250173,2025-04-23 19:40:00,ANG-1055,Ilham Maulana,Masyarakat Sekitar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,4,180000,68000,Kartu Santri Smart Card (RFID),0
KOP-20250174,2025-07-31 20:47:00,ANG-1558,Nurul Hidayat,Santri Asrama,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,Saldo Tabungan Wadiah Koperasi,2
KOP-20250175,2025-03-02 20:41:00,ANG-1424,Ali Saputra,Masyarakat Sekitar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,Saldo Tabungan Wadiah Koperasi,0
KOP-20250176,2025-07-04 15:27:00,ANG-1984,Muhammad Hidayat,Ustadz / Pengajar,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,6,390000,150000,QRIS Kopontren,12
KOP-20250177,2025-02-17 21:13:00,ANG-563,Ilham Firmansyah,Wali Santri / Tamu,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,3,18000,8400,QRIS Kopontren,0
KOP-20250178,2025-03-28 19:15:00,ANG-1906,Harun Santoso,Masyarakat Sekitar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,Kartu Santri Smart Card (RFID),0
KOP-20250179,2025-01-15 08:12:00,ANG-1778,Rizky Maulana,Karyawan Pesantren,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,Saldo Tabungan Wadiah Koperasi,2
KOP-20250180,2025-04-19 19:59:00,ANG-337,Zaid Ramadhan,Santri Asrama,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,Kartu Santri Smart Card (RFID),2
KOP-20250181,2025-10-22 19:03:00,ANG-666,Ilham Maulana,Masyarakat Sekitar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Tunai,0
KOP-20250182,2025-11-03 14:58:00,ANG-1962,Rafi Lestari,Karyawan Pesantren,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,QRIS Kopontren,2
KOP-20250183,2025-07-31 07:33:00,ANG-408,Farhan Wijaya,Ustadz / Pengajar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,Kartu Santri Smart Card (RFID),2
KOP-20250184,2025-12-08 09:54:00,ANG-1723,Rizky Wijaya,Wali Santri / Tamu,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,12,96000,42000,Kartu Santri Smart Card (RFID),0
KOP-20250185,2025-01-19 19:41:00,ANG-819,Muhammad Kusuma,Wali Santri / Tamu,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,Saldo Tabungan Wadiah Koperasi,0
KOP-20250186,2025-11-25 10:17:00,ANG-738,Danang Utami,Ustadz / Pengajar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,Saldo Tabungan Wadiah Koperasi,2
KOP-20250187,2025-02-22 10:41:00,ANG-1918,Harun Hidayat,Masyarakat Sekitar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,Kartu Santri Smart Card (RFID),0
KOP-20250188,2025-04-01 09:49:00,ANG-1940,Hana Lestari,Wali Santri / Tamu,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,12,780000,300000,Tunai,0
KOP-20250189,2025-08-13 16:40:00,ANG-2139,Danang Saputra,Masyarakat Sekitar,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,Saldo Tabungan Wadiah Koperasi,0
KOP-20250190,2025-02-14 10:52:00,ANG-1303,Maryam Firmansyah,Ustadz / Pengajar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,Kartu Santri Smart Card (RFID),2
KOP-20250191,2025-10-18 15:52:00,ANG-518,Maryam Ramadhan,Masyarakat Sekitar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,QRIS Kopontren,0
KOP-20250192,2025-07-13 11:58:00,ANG-122,Putri Pratama,Karyawan Pesantren,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,3,54000,21000,Tunai,6
KOP-20250193,2025-12-05 07:15:00,ANG-280,Danang Santoso,Karyawan Pesantren,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,6,270000,102000,Kartu Santri Smart Card (RFID),12
KOP-20250194,2025-10-12 08:04:00,ANG-2138,Rafi Saputra,Karyawan Pesantren,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,2,50000,26000,Saldo Tabungan Wadiah Koperasi,4
KOP-20250195,2025-10-07 08:03:00,ANG-1864,Danang Saputra,Ustadz / Pengajar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Tunai,2
KOP-20250196,2025-03-11 11:27:00,ANG-1236,Ahmad Ramadhan,Karyawan Pesantren,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,2,7000,3000,Tunai,4
KOP-20250197,2025-07-02 10:05:00,ANG-602,Fikri Lestari,Masyarakat Sekitar,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,2,130000,50000,Kartu Santri Smart Card (RFID),0
KOP-20250198,2025-07-01 13:40:00,ANG-1179,Umar Firmansyah,Karyawan Pesantren,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,Saldo Tabungan Wadiah Koperasi,2
KOP-20250199,2025-02-04 07:39:00,ANG-422,Khadijah Suryono,Wali Santri / Tamu,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,6,48000,21000,Tunai,0
KOP-20250200,2025-12-13 15:28:00,ANG-1282,Nisa Hidayat,Masyarakat Sekitar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,2,36000,14000,Tunai,0
KOP-20250201,2025-06-02 12:35:00,ANG-1919,Muhammad Suryono,Ustadz / Pengajar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,3,24000,10500,Saldo Tabungan Wadiah Koperasi,6
KOP-20250202,2025-11-30 18:42:00,ANG-437,Farhan Utami,Santri Asrama,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,Saldo Tabungan Wadiah Koperasi,2
KOP-20250203,2025-07-14 09:00:00,ANG-1127,Salma Saputra,Santri Asrama,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Kartu Santri Smart Card (RFID),2
KOP-20250204,2025-01-26 18:21:00,ANG-1432,Ibrahim Maulana,Masyarakat Sekitar,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,3,75000,39000,Kartu Santri Smart Card (RFID),0
KOP-20250205,2025-11-26 08:35:00,ANG-2011,Hana Utami,Wali Santri / Tamu,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,3,24000,10500,Saldo Tabungan Wadiah Koperasi,0
KOP-20250206,2025-11-26 20:28:00,ANG-513,Dina Nugroho,Karyawan Pesantren,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,2,7000,3000,Saldo Tabungan Wadiah Koperasi,4
KOP-20250207,2025-11-14 18:23:00,ANG-1405,Muhammad Maulana,Karyawan Pesantren,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,2,7000,3000,Kartu Santri Smart Card (RFID),4
KOP-20250208,2025-01-28 15:10:00,ANG-429,Azizah Wijaya,Wali Santri / Tamu,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,Saldo Tabungan Wadiah Koperasi,0
KOP-20250209,2025-12-07 20:43:00,ANG-2167,Hasan Santoso,Ustadz / Pengajar,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,Kartu Santri Smart Card (RFID),2
KOP-20250210,2025-12-12 17:23:00,ANG-220,Farhan Maulana,Ustadz / Pengajar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Tunai,2
KOP-20250211,2025-09-08 14:00:00,ANG-2156,Hana Maulana,Santri Asrama,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,QRIS Kopontren,2
KOP-20250212,2025-10-06 16:08:00,ANG-1144,Harun Ramadhan,Ustadz / Pengajar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Kartu Santri Smart Card (RFID),2
KOP-20250213,2025-03-26 17:42:00,ANG-432,Rafi Maulana,Santri Asrama,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,Saldo Tabungan Wadiah Koperasi,2
KOP-20250214,2025-02-03 16:59:00,ANG-794,Maryam Wijaya,Ustadz / Pengajar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,3,54000,21000,Saldo Tabungan Wadiah Koperasi,6
KOP-20250215,2025-05-20 18:35:00,ANG-1135,Rafi Wijaya,Masyarakat Sekitar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,3,18000,8400,Saldo Tabungan Wadiah Koperasi,0
KOP-20250216,2025-03-15 19:22:00,ANG-390,Umar Utami,Santri Asrama,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,3,285000,105000,Tunai,6
KOP-20250217,2025-08-26 15:09:00,ANG-1483,Zaid Pratama,Ustadz / Pengajar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,Kartu Santri Smart Card (RFID),4
KOP-20250218,2025-10-25 16:05:00,ANG-1757,Fatimah Firmansyah,Karyawan Pesantren,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,2,12000,5600,Tunai,4
KOP-20250219,2025-04-21 16:33:00,ANG-1564,Hana Ramadhan,Masyarakat Sekitar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,2,36000,14000,Kartu Santri Smart Card (RFID),0
KOP-20250220,2025-10-04 07:29:00,ANG-2020,Nurul Utami,Karyawan Pesantren,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,4,32000,14000,Tunai,8
KOP-20250221,2025-01-21 07:01:00,ANG-1399,Taufiq Hidayat,Santri Asrama,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,Tunai,2
KOP-20250222,2025-01-04 14:43:00,ANG-267,Rizky Hidayat,Masyarakat Sekitar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,2,7000,3000,Saldo Tabungan Wadiah Koperasi,0
KOP-20250223,2025-12-13 12:24:00,ANG-1947,Hana Maulana,Karyawan Pesantren,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,Kartu Santri Smart Card (RFID),2
KOP-20250224,2025-03-03 12:08:00,ANG-1685,Dina Utami,Karyawan Pesantren,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,Tunai,2
KOP-20250225,2025-03-11 12:53:00,ANG-1458,Safira Suryono,Ustadz / Pengajar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,Saldo Tabungan Wadiah Koperasi,4
KOP-20250226,2025-09-20 10:51:00,ANG-1926,Fikri Firmansyah,Wali Santri / Tamu,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Saldo Tabungan Wadiah Koperasi,0
KOP-20250227,2025-01-31 12:35:00,ANG-1831,Taufiq Pratama,Santri Asrama,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,QRIS Kopontren,2
KOP-20250228,2025-04-07 09:07:00,ANG-934,Rafi Lestari,Ustadz / Pengajar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,Kartu Santri Smart Card (RFID),2
KOP-20250229,2025-04-05 14:33:00,ANG-696,Ibrahim Wijaya,Santri Asrama,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,Tunai,2
KOP-20250230,2025-12-28 20:37:00,ANG-215,Rizky Wijaya,Karyawan Pesantren,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,4,24000,11200,Tunai,8
KOP-20250231,2025-07-03 15:59:00,ANG-852,Ibrahim Ramadhan,Santri Asrama,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,2,36000,14000,QRIS Kopontren,4
KOP-20250232,2025-07-16 17:20:00,ANG-2178,Danang Firmansyah,Ustadz / Pengajar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,6,270000,102000,Kartu Santri Smart Card (RFID),12
KOP-20250233,2025-05-10 08:55:00,ANG-1153,Danang Pratama,Karyawan Pesantren,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,Kartu Santri Smart Card (RFID),2
KOP-20250234,2025-04-26 13:27:00,ANG-1849,Putri Firmansyah,Wali Santri / Tamu,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,Saldo Tabungan Wadiah Koperasi,0
KOP-20250235,2025-05-06 10:56:00,ANG-1262,Ibrahim Hidayat,Wali Santri / Tamu,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,4,380000,140000,Saldo Tabungan Wadiah Koperasi,0
KOP-20250236,2025-08-29 17:40:00,ANG-1664,Taufiq Hidayat,Santri Asrama,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,3,195000,75000,Saldo Tabungan Wadiah Koperasi,6
KOP-20250237,2025-02-06 18:11:00,ANG-191,Taufiq Lestari,Wali Santri / Tamu,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,Saldo Tabungan Wadiah Koperasi,0
KOP-20250238,2025-06-24 13:38:00,ANG-1892,Ali Ramadhan,Masyarakat Sekitar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,12,72000,33600,QRIS Kopontren,0
KOP-20250239,2025-03-31 19:30:00,ANG-1009,Danang Kusuma,Masyarakat Sekitar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,2,36000,14000,QRIS Kopontren,0
KOP-20250240,2025-08-23 20:19:00,ANG-155,Zahra Santoso,Masyarakat Sekitar,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,Saldo Tabungan Wadiah Koperasi,0
KOP-20250241,2025-02-06 13:56:00,ANG-1333,Rizky Hidayat,Wali Santri / Tamu,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,Tunai,0
KOP-20250242,2025-11-30 08:19:00,ANG-2216,Taufiq Firmansyah,Karyawan Pesantren,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,2,130000,50000,Kartu Santri Smart Card (RFID),4
KOP-20250243,2025-02-05 11:33:00,ANG-666,Danang Santoso,Ustadz / Pengajar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,3,18000,8400,Saldo Tabungan Wadiah Koperasi,6
